table,table_doi,description,location,qual_ETARAP,qual_RE,qual_SQRT(S),x0_name,x0_value,x0_low,x0_high,y0_name,y0_value,y0_err_plus,y0_err_minus,y0_err_sym
Table 7,10.17182/hepdata.130268.v1/t7,Neutron (and antineutron) inclusive differential energy flow vs pseudorapidity,None,,P P --> (N + NBAR) X,13 TeV,\eta,,10.06,10.75,dE/d\eta [GeV],1.79E2,0.21E2,-0.21E2,
Table 7,10.17182/hepdata.130268.v1/t7,Neutron (and antineutron) inclusive differential energy flow vs pseudorapidity,None,,P P --> (N + NBAR) X,13 TeV,\eta,,10.75,13.0,dE/d\eta [GeV],4.30E1,0.48E1,-0.43E1,
Table 8,10.17182/hepdata.130268.v1/t8,Neutron (and antineutron) inclusive differential production cross section vs pseudorapidity,None,,P P --> (N + NBAR) X,13 TeV,\eta,,8.65,8.8,d\sigma/d\eta [mb],8.38E0,1.24E0,-1.23E0,
Table 8,10.17182/hepdata.130268.v1/t8,Neutron (and antineutron) inclusive differential production cross section vs pseudorapidity,None,,P P --> (N + NBAR) X,13 TeV,\eta,,8.8,8.99,d\sigma/d\eta [mb],8.38E0,1.15E0,-1.13E0,
Table 8,10.17182/hepdata.130268.v1/t8,Neutron (and antineutron) inclusive differential production cross section vs pseudorapidity,None,,P P --> (N + NBAR) X,13 TeV,\eta,,8.99,9.21,d\sigma/d\eta [mb],8.40E0,,,1.05E0
Table 8,10.17182/hepdata.130268.v1/t8,Neutron (and antineutron) inclusive differential production cross section vs pseudorapidity,None,,P P --> (N + NBAR) X,13 TeV,\eta,,9.65,10.06,d\sigma/d\eta [mb],5.57E0,0.56E0,-0.65E0,
Table 8,10.17182/hepdata.130268.v1/t8,Neutron (and antineutron) inclusive differential production cross section vs pseudorapidity,None,,P P --> (N + NBAR) X,13 TeV,\eta,,10.06,10.75,d\sigma/d\eta [mb],3.85E0,0.38E0,-0.41E0,
Table 8,10.17182/hepdata.130268.v1/t8,Neutron (and antineutron) inclusive differential production cross section vs pseudorapidity,None,,P P --> (N + NBAR) X,13 TeV,\eta,,10.75,13.0,d\sigma/d\eta [mb],8.00E-1,0.80E-1,-0.70E-1,
Table 9,10.17182/hepdata.130268.v1/t9,Neutron (and antineutron) inclusive production cross section vs elasticity,None,,P P --> (N + NBAR) X,13 TeV,k,,0.077,0.115,\sigma [mb],3.03E-1,1.79E-1,-2.37E-1,
Table 9,10.17182/hepdata.130268.v1/t9,Neutron (and antineutron) inclusive production cross section vs elasticity,None,,P P --> (N + NBAR) X,13 TeV,k,,0.116,0.154,\sigma [mb],5.47E-1,2.55E-1,-3.01E-1,
Table 9,10.17182/hepdata.130268.v1/t9,Neutron (and antineutron) inclusive production cross section vs elasticity,None,,P P --> (N + NBAR) X,13 TeV,k,,0.154,0.192,\sigma [mb],7.41E-1,2.55E-1,-2.80E-1,
Table 9,10.17182/hepdata.130268.v1/t9,Neutron (and antineutron) inclusive production cross section vs elasticity,None,,P P --> (N + NBAR) X,13 TeV,k,,0.193,0.231,\sigma [mb],8.82E-1,2.35E-1,-2.28E-1,
Table 9,10.17182/hepdata.130268.v1/t9,Neutron (and antineutron) inclusive production cross section vs elasticity,None,,P P --> (N + NBAR) X,13 TeV,k,,0.231,0.269,\sigma [mb],9.78E-1,2.01E-1,-1.87E-1,
Table 9,10.17182/hepdata.130268.v1/t9,Neutron (and antineutron) inclusive production cross section vs elasticity,None,,P P --> (N + NBAR) X,13 TeV,k,,0.269,0.307,\sigma [mb],1.03E0,0.16E0,-0.17E0,
Table 9,10.17182/hepdata.130268.v1/t9,Neutron (and antineutron) inclusive production cross section vs elasticity,None,,P P --> (N + NBAR) X,13 TeV,k,,0.308,0.346,\sigma [mb],1.02E0,,,0.16E0
Table 9,10.17182/hepdata.130268.v1/t9,Neutron (and antineutron) inclusive production cross section vs elasticity,None,,P P --> (N + NBAR) X,13 TeV,k,,0.346,0.384,\sigma [mb],9.68E-1,,,1.39E-1
Table 9,10.17182/hepdata.130268.v1/t9,Neutron (and antineutron) inclusive production cross section vs elasticity,None,,P P --> (N + NBAR) X,13 TeV,k,,0.385,0.423,\sigma [mb],9.42E-1,1.18E-1,-1.17E-1,
Table 9,10.17182/hepdata.130268.v1/t9,Neutron (and antineutron) inclusive production cross section vs elasticity,None,,P P --> (N + NBAR) X,13 TeV,k,,0.423,0.461,\sigma [mb],9.14E-1,1.23E-1,-1.04E-1,
Table 9,10.17182/hepdata.130268.v1/t9,Neutron (and antineutron) inclusive production cross section vs elasticity,None,,P P --> (N + NBAR) X,13 TeV,k,,0.462,0.5,\sigma [mb],8.89E-1,1.25E-1,-1.35E-1,
Table 9,10.17182/hepdata.130268.v1/t9,Neutron (and antineutron) inclusive production cross section vs elasticity,None,,P P --> (N + NBAR) X,13 TeV,k,,0.5,0.538,\sigma [mb],9.07E-1,1.10E-1,-1.28E-1,
Table 9,10.17182/hepdata.130268.v1/t9,Neutron (and antineutron) inclusive production cross section vs elasticity,None,,P P --> (N + NBAR) X,13 TeV,k,,0.539,0.577,\sigma [mb],8.73E-1,1.19E-1,-1.36E-1,
Table 9,10.17182/hepdata.130268.v1/t9,Neutron (and antineutron) inclusive production cross section vs elasticity,None,,P P --> (N + NBAR) X,13 TeV,k,,0.577,0.615,\sigma [mb],8.31E-1,1.17E-1,-1.31E-1,
Table 9,10.17182/hepdata.130268.v1/t9,Neutron (and antineutron) inclusive production cross section vs elasticity,None,,P P --> (N + NBAR) X,13 TeV,k,,0.616,0.654,\sigma [mb],7.89E-1,1.19E-1,-1.28E-1,
Table 9,10.17182/hepdata.130268.v1/t9,Neutron (and antineutron) inclusive production cross section vs elasticity,None,,P P --> (N + NBAR) X,13 TeV,k,,0.654,0.692,\sigma [mb],7.32E-1,1.18E-1,-1.27E-1,
Table 9,10.17182/hepdata.130268.v1/t9,Neutron (and antineutron) inclusive production cross section vs elasticity,None,,P P --> (N + NBAR) X,13 TeV,k,,0.693,0.731,\sigma [mb],6.65E-1,1.31E-1,-1.35E-1,
Table 9,10.17182/hepdata.130268.v1/t9,Neutron (and antineutron) inclusive production cross section vs elasticity,None,,P P --> (N + NBAR) X,13 TeV,k,,0.731,0.769,\sigma [mb],5.83E-1,1.35E-1,-1.44E-1,
Table 9,10.17182/hepdata.130268.v1/t9,Neutron (and antineutron) inclusive production cross section vs elasticity,None,,P P --> (N + NBAR) X,13 TeV,k,,0.769,0.807,\sigma [mb],4.84E-1,1.40E-1,-1.55E-1,
Table 9,10.17182/hepdata.130268.v1/t9,Neutron (and antineutron) inclusive production cross section vs elasticity,None,,P P --> (N + NBAR) X,13 TeV,k,,0.808,0.846,\sigma [mb],3.85E-1,1.34E-1,-1.42E-1,
Table 9,10.17182/hepdata.130268.v1/t9,Neutron (and antineutron) inclusive production cross section vs elasticity,None,,P P --> (N + NBAR) X,13 TeV,k,,0.846,0.884,\sigma [mb],2.82E-1,1.28E-1,-1.24E-1,
Table 9,10.17182/hepdata.130268.v1/t9,Neutron (and antineutron) inclusive production cross section vs elasticity,None,,P P --> (N + NBAR) X,13 TeV,k,,0.885,0.923,\sigma [mb],1.93E-1,1.25E-1,-0.99E-1,
Table 9,10.17182/hepdata.130268.v1/t9,Neutron (and antineutron) inclusive production cross section vs elasticity,None,,P P --> (N + NBAR) X,13 TeV,k,,0.923,0.961,\sigma [mb],1.31E-1,1.47E-1,-1.19E-1,
Table 9,10.17182/hepdata.130268.v1/t9,Neutron (and antineutron) inclusive production cross section vs elasticity,None,,P P --> (N + NBAR) X,13 TeV,k,,0.962,1.0,\sigma [mb],7.68E-2,12.50E-2,-9.45E-2,
