reference_radius_m,hadronic_model,primary_type,energy_PeV,muon_density_per_m2,stat_error_per_m2,sys_error_per_m2,source_figure,source_file,source_dataset_doi,source_paper_doi
600,QGSJET,iron,2.388361e+01,0.043715,0.0,0.0,Figure 13,icecube.Fig13_600m.QGSJET_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,iron,2.964149e+01,0.052987,0.0,0.0,Figure 13,icecube.Fig13_600m.QGSJET_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,iron,3.678748e+01,0.064226,0.0,0.0,Figure 13,icecube.Fig13_600m.QGSJET_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,proton,2.754863e+00,0.003898,0.0,0.0,Figure 13,icecube.Fig13_600m.QGSJET_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,proton,3.419007e+00,0.004743,0.0,0.0,Figure 13,icecube.Fig13_600m.QGSJET_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,proton,4.243263e+00,0.005772,0.0,0.0,Figure 13,icecube.Fig13_600m.QGSJET_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,proton,5.266232e+00,0.007024,0.0,0.0,Figure 13,icecube.Fig13_600m.QGSJET_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,proton,6.535819e+00,0.008547,0.0,0.0,Figure 13,icecube.Fig13_600m.QGSJET_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,proton,8.111478e+00,0.010400,0.0,0.0,Figure 13,icecube.Fig13_600m.QGSJET_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,proton,1.006700e+01,0.012655,0.0,0.0,Figure 13,icecube.Fig13_600m.QGSJET_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,proton,1.249396e+01,0.015399,0.0,0.0,Figure 13,icecube.Fig13_600m.QGSJET_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,proton,1.550601e+01,0.018738,0.0,0.0,Figure 13,icecube.Fig13_600m.QGSJET_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,proton,1.924421e+01,0.022802,0.0,0.0,Figure 13,icecube.Fig13_600m.QGSJET_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,proton,2.388361e+01,0.027746,0.0,0.0,Figure 13,icecube.Fig13_600m.QGSJET_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,proton,2.964149e+01,0.033763,0.0,0.0,Figure 13,icecube.Fig13_600m.QGSJET_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,proton,3.678748e+01,0.041084,0.0,0.0,Figure 13,icecube.Fig13_600m.QGSJET_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,iron,2.754863e+00,0.005316,0.0,0.0,Figure 13,icecube.Fig13_600m.SIBYLL_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,iron,3.419007e+00,0.006431,0.0,0.0,Figure 13,icecube.Fig13_600m.SIBYLL_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,iron,4.243263e+00,0.007778,0.0,0.0,Figure 13,icecube.Fig13_600m.SIBYLL_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,iron,5.266232e+00,0.009409,0.0,0.0,Figure 13,icecube.Fig13_600m.SIBYLL_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,iron,6.535819e+00,0.011380,0.0,0.0,Figure 13,icecube.Fig13_600m.SIBYLL_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,iron,8.111478e+00,0.013766,0.0,0.0,Figure 13,icecube.Fig13_600m.SIBYLL_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,iron,1.006700e+01,0.016651,0.0,0.0,Figure 13,icecube.Fig13_600m.SIBYLL_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,iron,1.249396e+01,0.020140,0.0,0.0,Figure 13,icecube.Fig13_600m.SIBYLL_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,iron,1.550601e+01,0.024362,0.0,0.0,Figure 13,icecube.Fig13_600m.SIBYLL_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,iron,1.924421e+01,0.029467,0.0,0.0,Figure 13,icecube.Fig13_600m.SIBYLL_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,iron,2.388361e+01,0.035643,0.0,0.0,Figure 13,icecube.Fig13_600m.SIBYLL_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,iron,2.964149e+01,0.043114,0.0,0.0,Figure 13,icecube.Fig13_600m.SIBYLL_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,iron,3.678748e+01,0.052150,0.0,0.0,Figure 13,icecube.Fig13_600m.SIBYLL_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,proton,2.754863e+00,0.003209,0.0,0.0,Figure 13,icecube.Fig13_600m.SIBYLL_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,proton,3.419007e+00,0.003901,0.0,0.0,Figure 13,icecube.Fig13_600m.SIBYLL_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,proton,4.243263e+00,0.004743,0.0,0.0,Figure 13,icecube.Fig13_600m.SIBYLL_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,proton,5.266232e+00,0.005765,0.0,0.0,Figure 13,icecube.Fig13_600m.SIBYLL_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,proton,6.535819e+00,0.007008,0.0,0.0,Figure 13,icecube.Fig13_600m.SIBYLL_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,proton,8.111478e+00,0.008519,0.0,0.0,Figure 13,icecube.Fig13_600m.SIBYLL_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,proton,1.006700e+01,0.010356,0.0,0.0,Figure 13,icecube.Fig13_600m.SIBYLL_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,proton,1.249396e+01,0.012589,0.0,0.0,Figure 13,icecube.Fig13_600m.SIBYLL_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,proton,1.550601e+01,0.015304,0.0,0.0,Figure 13,icecube.Fig13_600m.SIBYLL_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,proton,1.924421e+01,0.018604,0.0,0.0,Figure 13,icecube.Fig13_600m.SIBYLL_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,proton,2.388361e+01,0.022615,0.0,0.0,Figure 13,icecube.Fig13_600m.SIBYLL_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,proton,2.964149e+01,0.027491,0.0,0.0,Figure 13,icecube.Fig13_600m.SIBYLL_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,proton,3.678748e+01,0.033418,0.0,0.0,Figure 13,icecube.Fig13_600m.SIBYLL_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,AVERAGE,data,1.006700e+01,0.006075,0.000065,0.000847,Figure 13,icecube.Fig13_800m.AVERAGE_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,AVERAGE,data,1.249396e+01,0.007535,0.000093,0.001000,Figure 13,icecube.Fig13_800m.AVERAGE_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,AVERAGE,data,1.550601e+01,0.009252,0.000139,0.001196,Figure 13,icecube.Fig13_800m.AVERAGE_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,AVERAGE,data,1.924421e+01,0.011284,0.000199,0.001415,Figure 13,icecube.Fig13_800m.AVERAGE_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,AVERAGE,data,2.388361e+01,0.013816,0.000239,0.001735,Figure 13,icecube.Fig13_800m.AVERAGE_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,AVERAGE,data,2.964149e+01,0.016579,0.000339,0.002125,Figure 13,icecube.Fig13_800m.AVERAGE_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,AVERAGE,data,3.678748e+01,0.020724,0.000484,0.002830,Figure 13,icecube.Fig13_800m.AVERAGE_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,AVERAGE,data,4.565623e+01,0.025871,0.000737,0.003418,Figure 13,icecube.Fig13_800m.AVERAGE_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,AVERAGE,data,5.666306e+01,0.030592,0.001344,0.004619,Figure 13,icecube.Fig13_800m.AVERAGE_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,AVERAGE,data,7.032342e+01,0.038566,0.001853,0.005800,Figure 13,icecube.Fig13_800m.AVERAGE_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,AVERAGE,data,8.727704e+01,0.049250,0.001881,0.007604,Figure 13,icecube.Fig13_800m.AVERAGE_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,AVERAGE,data,1.083178e+02,0.059343,0.005222,0.011054,Figure 13,icecube.Fig13_800m.AVERAGE_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,EPOS,iron,1.006700e+01,0.010243,0.0,0.0,Figure 13,icecube.Fig13_800m.EPOS_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,EPOS,iron,1.249396e+01,0.012400,0.0,0.0,Figure 13,icecube.Fig13_800m.EPOS_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,EPOS,iron,1.550601e+01,0.015010,0.0,0.0,Figure 13,icecube.Fig13_800m.EPOS_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,EPOS,iron,1.924421e+01,0.018170,0.0,0.0,Figure 13,icecube.Fig13_800m.EPOS_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,EPOS,iron,2.388361e+01,0.021996,0.0,0.0,Figure 13,icecube.Fig13_800m.EPOS_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,EPOS,iron,2.964149e+01,0.026627,0.0,0.0,Figure 13,icecube.Fig13_800m.EPOS_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,EPOS,iron,3.678748e+01,0.032233,0.0,0.0,Figure 13,icecube.Fig13_800m.EPOS_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,EPOS,iron,4.565623e+01,0.039020,0.0,0.0,Figure 13,icecube.Fig13_800m.EPOS_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,EPOS,iron,5.666306e+01,0.047235,0.0,0.0,Figure 13,icecube.Fig13_800m.EPOS_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,EPOS,iron,7.032342e+01,0.057180,0.0,0.0,Figure 13,icecube.Fig13_800m.EPOS_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,EPOS,iron,8.727704e+01,0.069219,0.0,0.0,Figure 13,icecube.Fig13_800m.EPOS_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,EPOS,iron,1.083178e+02,0.083792,0.0,0.0,Figure 13,icecube.Fig13_800m.EPOS_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,EPOS,proton,1.006700e+01,0.006253,0.0,0.0,Figure 13,icecube.Fig13_800m.EPOS_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,EPOS,proton,1.249396e+01,0.007534,0.0,0.0,Figure 13,icecube.Fig13_800m.EPOS_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,EPOS,proton,1.550601e+01,0.009076,0.0,0.0,Figure 13,icecube.Fig13_800m.EPOS_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,EPOS,proton,1.924421e+01,0.010934,0.0,0.0,Figure 13,icecube.Fig13_800m.EPOS_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,EPOS,proton,2.388361e+01,0.013173,0.0,0.0,Figure 13,icecube.Fig13_800m.EPOS_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,EPOS,proton,2.964149e+01,0.015870,0.0,0.0,Figure 13,icecube.Fig13_800m.EPOS_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,EPOS,proton,3.678748e+01,0.019119,0.0,0.0,Figure 13,icecube.Fig13_800m.EPOS_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,EPOS,proton,4.565623e+01,0.023033,0.0,0.0,Figure 13,icecube.Fig13_800m.EPOS_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,EPOS,proton,5.666306e+01,0.027749,0.0,0.0,Figure 13,icecube.Fig13_800m.EPOS_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,EPOS,proton,7.032342e+01,0.033430,0.0,0.0,Figure 13,icecube.Fig13_800m.EPOS_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,EPOS,proton,8.727704e+01,0.040275,0.0,0.0,Figure 13,icecube.Fig13_800m.EPOS_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,EPOS,proton,1.083178e+02,0.048521,0.0,0.0,Figure 13,icecube.Fig13_800m.EPOS_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,QGSJET,iron,1.006700e+01,0.009474,0.0,0.0,Figure 13,icecube.Fig13_800m.QGSJET_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,QGSJET,iron,1.249396e+01,0.011453,0.0,0.0,Figure 13,icecube.Fig13_800m.QGSJET_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,QGSJET,iron,1.550601e+01,0.013844,0.0,0.0,Figure 13,icecube.Fig13_800m.QGSJET_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,QGSJET,iron,1.924421e+01,0.016736,0.0,0.0,Figure 13,icecube.Fig13_800m.QGSJET_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,QGSJET,iron,2.388361e+01,0.020230,0.0,0.0,Figure 13,icecube.Fig13_800m.QGSJET_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,QGSJET,iron,2.964149e+01,0.024455,0.0,0.0,Figure 13,icecube.Fig13_800m.QGSJET_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,QGSJET,iron,3.678748e+01,0.029562,0.0,0.0,Figure 13,icecube.Fig13_800m.QGSJET_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,QGSJET,iron,4.565623e+01,0.035736,0.0,0.0,Figure 13,icecube.Fig13_800m.QGSJET_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,QGSJET,iron,5.666306e+01,0.043198,0.0,0.0,Figure 13,icecube.Fig13_800m.QGSJET_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,QGSJET,iron,7.032342e+01,0.052220,0.0,0.0,Figure 13,icecube.Fig13_800m.QGSJET_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,QGSJET,iron,8.727704e+01,0.063125,0.0,0.0,Figure 13,icecube.Fig13_800m.QGSJET_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,QGSJET,iron,1.083178e+02,0.076307,0.0,0.0,Figure 13,icecube.Fig13_800m.QGSJET_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,QGSJET,proton,1.006700e+01,0.005702,0.0,0.0,Figure 13,icecube.Fig13_800m.QGSJET_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,QGSJET,proton,1.249396e+01,0.006934,0.0,0.0,Figure 13,icecube.Fig13_800m.QGSJET_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,QGSJET,proton,1.550601e+01,0.008431,0.0,0.0,Figure 13,icecube.Fig13_800m.QGSJET_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,QGSJET,proton,1.924421e+01,0.010251,0.0,0.0,Figure 13,icecube.Fig13_800m.QGSJET_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,QGSJET,proton,2.388361e+01,0.012465,0.0,0.0,Figure 13,icecube.Fig13_800m.QGSJET_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,QGSJET,proton,2.964149e+01,0.015156,0.0,0.0,Figure 13,icecube.Fig13_800m.QGSJET_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,QGSJET,proton,3.678748e+01,0.018428,0.0,0.0,Figure 13,icecube.Fig13_800m.QGSJET_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,QGSJET,proton,4.565623e+01,0.022407,0.0,0.0,Figure 13,icecube.Fig13_800m.QGSJET_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,QGSJET,proton,5.666306e+01,0.027246,0.0,0.0,Figure 13,icecube.Fig13_800m.QGSJET_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,QGSJET,proton,7.032342e+01,0.033129,0.0,0.0,Figure 13,icecube.Fig13_800m.QGSJET_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,QGSJET,proton,8.727704e+01,0.040282,0.0,0.0,Figure 13,icecube.Fig13_800m.QGSJET_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,QGSJET,proton,1.083178e+02,0.048979,0.0,0.0,Figure 13,icecube.Fig13_800m.QGSJET_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,SIBYLL,iron,1.006700e+01,0.007804,0.0,0.0,Figure 13,icecube.Fig13_800m.SIBYLL_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,SIBYLL,iron,1.249396e+01,0.009416,0.0,0.0,Figure 13,icecube.Fig13_800m.SIBYLL_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,SIBYLL,iron,1.550601e+01,0.011361,0.0,0.0,Figure 13,icecube.Fig13_800m.SIBYLL_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,SIBYLL,iron,1.924421e+01,0.013707,0.0,0.0,Figure 13,icecube.Fig13_800m.SIBYLL_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,SIBYLL,iron,2.388361e+01,0.016538,0.0,0.0,Figure 13,icecube.Fig13_800m.SIBYLL_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,SIBYLL,iron,2.964149e+01,0.019954,0.0,0.0,Figure 13,icecube.Fig13_800m.SIBYLL_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,SIBYLL,iron,3.678748e+01,0.024075,0.0,0.0,Figure 13,icecube.Fig13_800m.SIBYLL_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,SIBYLL,iron,4.565623e+01,0.029047,0.0,0.0,Figure 13,icecube.Fig13_800m.SIBYLL_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,SIBYLL,iron,5.666306e+01,0.035046,0.0,0.0,Figure 13,icecube.Fig13_800m.SIBYLL_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,SIBYLL,iron,7.032342e+01,0.042284,0.0,0.0,Figure 13,icecube.Fig13_800m.SIBYLL_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,SIBYLL,iron,8.727704e+01,0.051017,0.0,0.0,Figure 13,icecube.Fig13_800m.SIBYLL_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,SIBYLL,iron,1.083178e+02,0.061553,0.0,0.0,Figure 13,icecube.Fig13_800m.SIBYLL_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,SIBYLL,proton,1.006700e+01,0.004669,0.0,0.0,Figure 13,icecube.Fig13_800m.SIBYLL_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,SIBYLL,proton,1.249396e+01,0.005675,0.0,0.0,Figure 13,icecube.Fig13_800m.SIBYLL_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,SIBYLL,proton,1.550601e+01,0.006897,0.0,0.0,Figure 13,icecube.Fig13_800m.SIBYLL_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,SIBYLL,proton,1.924421e+01,0.008383,0.0,0.0,Figure 13,icecube.Fig13_800m.SIBYLL_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,SIBYLL,proton,2.388361e+01,0.010189,0.0,0.0,Figure 13,icecube.Fig13_800m.SIBYLL_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,SIBYLL,proton,2.964149e+01,0.012384,0.0,0.0,Figure 13,icecube.Fig13_800m.SIBYLL_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,SIBYLL,proton,3.678748e+01,0.015051,0.0,0.0,Figure 13,icecube.Fig13_800m.SIBYLL_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,SIBYLL,proton,4.565623e+01,0.018293,0.0,0.0,Figure 13,icecube.Fig13_800m.SIBYLL_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,SIBYLL,proton,5.666306e+01,0.022234,0.0,0.0,Figure 13,icecube.Fig13_800m.SIBYLL_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,SIBYLL,proton,7.032342e+01,0.027024,0.0,0.0,Figure 13,icecube.Fig13_800m.SIBYLL_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,SIBYLL,proton,8.727704e+01,0.032845,0.0,0.0,Figure 13,icecube.Fig13_800m.SIBYLL_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,SIBYLL,proton,1.083178e+02,0.039920,0.0,0.0,Figure 13,icecube.Fig13_800m.SIBYLL_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,data,2.754863e+00,0.987604,0.002663,0.124845,Figure 16,icecube.Fig16_600m.EPOS_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,data,3.419007e+00,0.981447,0.002916,0.125010,Figure 16,icecube.Fig16_600m.EPOS_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,data,4.243263e+00,0.980213,0.003289,0.126124,Figure 16,icecube.Fig16_600m.EPOS_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,data,5.266232e+00,0.978479,0.003722,0.128293,Figure 16,icecube.Fig16_600m.EPOS_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,data,6.535819e+00,0.988227,0.004299,0.132181,Figure 16,icecube.Fig16_600m.EPOS_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,data,8.111478e+00,1.001198,0.004946,0.131729,Figure 16,icecube.Fig16_600m.EPOS_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,data,1.006700e+01,1.007544,0.005878,0.142300,Figure 16,icecube.Fig16_600m.EPOS_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,data,1.249396e+01,1.029423,0.007325,0.146040,Figure 16,icecube.Fig16_600m.EPOS_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,data,1.550601e+01,1.031674,0.009164,0.151782,Figure 16,icecube.Fig16_600m.EPOS_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,data,1.924421e+01,1.054378,0.012046,0.165739,Figure 16,icecube.Fig16_600m.EPOS_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,data,2.388361e+01,1.087982,0.012711,0.174408,Figure 16,icecube.Fig16_600m.EPOS_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,data,2.964149e+01,1.077059,0.017272,0.186454,Figure 16,icecube.Fig16_600m.EPOS_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,data,3.678748e+01,1.105242,0.030155,0.202999,Figure 16,icecube.Fig16_600m.EPOS_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,iron,2.754863e+00,1.527711,0.0,0.0,Figure 16,icecube.Fig16_600m.EPOS_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,iron,3.419007e+00,1.535815,0.0,0.0,Figure 16,icecube.Fig16_600m.EPOS_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,iron,4.243263e+00,1.543961,0.0,0.0,Figure 16,icecube.Fig16_600m.EPOS_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,iron,5.266232e+00,1.552151,0.0,0.0,Figure 16,icecube.Fig16_600m.EPOS_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,iron,6.535819e+00,1.560385,0.0,0.0,Figure 16,icecube.Fig16_600m.EPOS_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,iron,8.111478e+00,1.568661,0.0,0.0,Figure 16,icecube.Fig16_600m.EPOS_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,iron,1.006700e+01,1.576982,0.0,0.0,Figure 16,icecube.Fig16_600m.EPOS_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,iron,1.249396e+01,1.585347,0.0,0.0,Figure 16,icecube.Fig16_600m.EPOS_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,iron,1.550601e+01,1.593757,0.0,0.0,Figure 16,icecube.Fig16_600m.EPOS_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,iron,1.924421e+01,1.602211,0.0,0.0,Figure 16,icecube.Fig16_600m.EPOS_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,iron,2.388361e+01,1.610710,0.0,0.0,Figure 16,icecube.Fig16_600m.EPOS_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
