reference_radius_m,hadronic_model,primary_type,energy_PeV,muon_density_per_m2,stat_error_per_m2,sys_error_per_m2,source_figure,source_file,source_dataset_doi,source_paper_doi
600,EPOS,iron,2.964149e+01,1.619254,0.0,0.0,Figure 16,icecube.Fig16_600m.EPOS_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,iron,3.678748e+01,1.627843,0.0,0.0,Figure 16,icecube.Fig16_600m.EPOS_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,proton,2.754863e+00,1.000000,0.0,0.0,Figure 16,icecube.Fig16_600m.EPOS_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,proton,3.419007e+00,1.000000,0.0,0.0,Figure 16,icecube.Fig16_600m.EPOS_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,proton,4.243263e+00,1.000000,0.0,0.0,Figure 16,icecube.Fig16_600m.EPOS_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,proton,5.266232e+00,1.000000,0.0,0.0,Figure 16,icecube.Fig16_600m.EPOS_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,proton,6.535819e+00,1.000000,0.0,0.0,Figure 16,icecube.Fig16_600m.EPOS_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,proton,8.111478e+00,1.000000,0.0,0.0,Figure 16,icecube.Fig16_600m.EPOS_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,proton,1.006700e+01,1.000000,0.0,0.0,Figure 16,icecube.Fig16_600m.EPOS_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,proton,1.249396e+01,1.000000,0.0,0.0,Figure 16,icecube.Fig16_600m.EPOS_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,proton,1.550601e+01,1.000000,0.0,0.0,Figure 16,icecube.Fig16_600m.EPOS_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,proton,1.924421e+01,1.000000,0.0,0.0,Figure 16,icecube.Fig16_600m.EPOS_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,proton,2.388361e+01,1.000000,0.0,0.0,Figure 16,icecube.Fig16_600m.EPOS_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,proton,2.964149e+01,1.000000,0.0,0.0,Figure 16,icecube.Fig16_600m.EPOS_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,EPOS,proton,3.678748e+01,1.000000,0.0,0.0,Figure 16,icecube.Fig16_600m.EPOS_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,data,2.754863e+00,1.022160,0.002757,0.116085,Figure 16,icecube.Fig16_600m.QGSJET_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,data,3.419007e+00,1.014929,0.003016,0.117425,Figure 16,icecube.Fig16_600m.QGSJET_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,data,4.243263e+00,1.012918,0.003399,0.119623,Figure 16,icecube.Fig16_600m.QGSJET_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,data,5.266232e+00,1.010518,0.003843,0.122926,Figure 16,icecube.Fig16_600m.QGSJET_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,data,6.535819e+00,1.020101,0.004438,0.127829,Figure 16,icecube.Fig16_600m.QGSJET_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,data,8.111478e+00,1.033134,0.005104,0.127881,Figure 16,icecube.Fig16_600m.QGSJET_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,data,1.006700e+01,1.039464,0.006065,0.140047,Figure 16,icecube.Fig16_600m.QGSJET_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,data,1.249396e+01,1.061959,0.007557,0.144543,Figure 16,icecube.Fig16_600m.QGSJET_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,data,1.550601e+01,1.064355,0.009454,0.151439,Figure 16,icecube.Fig16_600m.QGSJET_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,data,1.924421e+01,1.088013,0.012430,0.166852,Figure 16,icecube.Fig16_600m.QGSJET_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,data,2.388361e+01,1.123099,0.013121,0.176615,Figure 16,icecube.Fig16_600m.QGSJET_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,data,2.964149e+01,1.112402,0.017839,0.190235,Figure 16,icecube.Fig16_600m.QGSJET_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,data,3.678748e+01,1.142286,0.031166,0.208394,Figure 16,icecube.Fig16_600m.QGSJET_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,iron,2.754863e+00,1.638260,0.0,0.0,Figure 16,icecube.Fig16_600m.QGSJET_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,iron,3.419007e+00,1.631876,0.0,0.0,Figure 16,icecube.Fig16_600m.QGSJET_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,iron,4.243263e+00,1.625518,0.0,0.0,Figure 16,icecube.Fig16_600m.QGSJET_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,iron,5.266232e+00,1.619184,0.0,0.0,Figure 16,icecube.Fig16_600m.QGSJET_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,iron,6.535819e+00,1.612875,0.0,0.0,Figure 16,icecube.Fig16_600m.QGSJET_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,iron,8.111478e+00,1.606590,0.0,0.0,Figure 16,icecube.Fig16_600m.QGSJET_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,iron,1.006700e+01,1.600330,0.0,0.0,Figure 16,icecube.Fig16_600m.QGSJET_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,iron,1.249396e+01,1.594094,0.0,0.0,Figure 16,icecube.Fig16_600m.QGSJET_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,iron,1.550601e+01,1.587883,0.0,0.0,Figure 16,icecube.Fig16_600m.QGSJET_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,iron,1.924421e+01,1.581696,0.0,0.0,Figure 16,icecube.Fig16_600m.QGSJET_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,iron,2.388361e+01,1.575533,0.0,0.0,Figure 16,icecube.Fig16_600m.QGSJET_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,iron,2.964149e+01,1.569394,0.0,0.0,Figure 16,icecube.Fig16_600m.QGSJET_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,iron,3.678748e+01,1.563279,0.0,0.0,Figure 16,icecube.Fig16_600m.QGSJET_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,proton,2.754863e+00,1.000000,0.0,0.0,Figure 16,icecube.Fig16_600m.QGSJET_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,proton,3.419007e+00,1.000000,0.0,0.0,Figure 16,icecube.Fig16_600m.QGSJET_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,proton,4.243263e+00,1.000000,0.0,0.0,Figure 16,icecube.Fig16_600m.QGSJET_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,proton,5.266232e+00,1.000000,0.0,0.0,Figure 16,icecube.Fig16_600m.QGSJET_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,proton,6.535819e+00,1.000000,0.0,0.0,Figure 16,icecube.Fig16_600m.QGSJET_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,proton,8.111478e+00,1.000000,0.0,0.0,Figure 16,icecube.Fig16_600m.QGSJET_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,proton,1.006700e+01,1.000000,0.0,0.0,Figure 16,icecube.Fig16_600m.QGSJET_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,proton,1.249396e+01,1.000000,0.0,0.0,Figure 16,icecube.Fig16_600m.QGSJET_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,proton,1.550601e+01,1.000000,0.0,0.0,Figure 16,icecube.Fig16_600m.QGSJET_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,proton,1.924421e+01,1.000000,0.0,0.0,Figure 16,icecube.Fig16_600m.QGSJET_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,proton,2.388361e+01,1.000000,0.0,0.0,Figure 16,icecube.Fig16_600m.QGSJET_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,proton,2.964149e+01,1.000000,0.0,0.0,Figure 16,icecube.Fig16_600m.QGSJET_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,QGSJET,proton,3.678748e+01,1.000000,0.0,0.0,Figure 16,icecube.Fig16_600m.QGSJET_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,data,2.754863e+00,1.198218,0.003231,0.192024,Figure 16,icecube.Fig16_600m.SIBYLL_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,data,3.419007e+00,1.191656,0.003541,0.184463,Figure 16,icecube.Fig16_600m.SIBYLL_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,data,4.243263e+00,1.191225,0.003997,0.178818,Figure 16,icecube.Fig16_600m.SIBYLL_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,data,5.266232e+00,1.190350,0.004527,0.175091,Figure 16,icecube.Fig16_600m.SIBYLL_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,data,6.535819e+00,1.203628,0.005236,0.174644,Figure 16,icecube.Fig16_600m.SIBYLL_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,data,8.111478e+00,1.221044,0.006032,0.170375,Figure 16,icecube.Fig16_600m.SIBYLL_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,data,1.006700e+01,1.230600,0.007180,0.180046,Figure 16,icecube.Fig16_600m.SIBYLL_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,data,1.249396e+01,1.259377,0.008962,0.183463,Figure 16,icecube.Fig16_600m.SIBYLL_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,data,1.550601e+01,1.264397,0.011231,0.190702,Figure 16,icecube.Fig16_600m.SIBYLL_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,data,1.924421e+01,1.294756,0.014792,0.209680,Figure 16,icecube.Fig16_600m.SIBYLL_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,data,2.388361e+01,1.338869,0.015642,0.224336,Figure 16,icecube.Fig16_600m.SIBYLL_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,data,2.964149e+01,1.328485,0.021304,0.243867,Figure 16,icecube.Fig16_600m.SIBYLL_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,data,3.678748e+01,1.366641,0.037287,0.271103,Figure 16,icecube.Fig16_600m.SIBYLL_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,iron,2.754863e+00,1.656499,0.0,0.0,Figure 16,icecube.Fig16_600m.SIBYLL_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,iron,3.419007e+00,1.648279,0.0,0.0,Figure 16,icecube.Fig16_600m.SIBYLL_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,iron,4.243263e+00,1.640099,0.0,0.0,Figure 16,icecube.Fig16_600m.SIBYLL_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,iron,5.266232e+00,1.631961,0.0,0.0,Figure 16,icecube.Fig16_600m.SIBYLL_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,iron,6.535819e+00,1.623863,0.0,0.0,Figure 16,icecube.Fig16_600m.SIBYLL_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,iron,8.111478e+00,1.615805,0.0,0.0,Figure 16,icecube.Fig16_600m.SIBYLL_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,iron,1.006700e+01,1.607787,0.0,0.0,Figure 16,icecube.Fig16_600m.SIBYLL_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,iron,1.249396e+01,1.599809,0.0,0.0,Figure 16,icecube.Fig16_600m.SIBYLL_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,iron,1.550601e+01,1.591870,0.0,0.0,Figure 16,icecube.Fig16_600m.SIBYLL_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,iron,1.924421e+01,1.583971,0.0,0.0,Figure 16,icecube.Fig16_600m.SIBYLL_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,iron,2.388361e+01,1.576111,0.0,0.0,Figure 16,icecube.Fig16_600m.SIBYLL_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,iron,2.964149e+01,1.568290,0.0,0.0,Figure 16,icecube.Fig16_600m.SIBYLL_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,iron,3.678748e+01,1.560507,0.0,0.0,Figure 16,icecube.Fig16_600m.SIBYLL_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,proton,2.754863e+00,1.000000,0.0,0.0,Figure 16,icecube.Fig16_600m.SIBYLL_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,proton,3.419007e+00,1.000000,0.0,0.0,Figure 16,icecube.Fig16_600m.SIBYLL_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,proton,4.243263e+00,1.000000,0.0,0.0,Figure 16,icecube.Fig16_600m.SIBYLL_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,proton,5.266232e+00,1.000000,0.0,0.0,Figure 16,icecube.Fig16_600m.SIBYLL_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,proton,6.535819e+00,1.000000,0.0,0.0,Figure 16,icecube.Fig16_600m.SIBYLL_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,proton,8.111478e+00,1.000000,0.0,0.0,Figure 16,icecube.Fig16_600m.SIBYLL_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,proton,1.006700e+01,1.000000,0.0,0.0,Figure 16,icecube.Fig16_600m.SIBYLL_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,proton,1.249396e+01,1.000000,0.0,0.0,Figure 16,icecube.Fig16_600m.SIBYLL_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,proton,1.550601e+01,1.000000,0.0,0.0,Figure 16,icecube.Fig16_600m.SIBYLL_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,proton,1.924421e+01,1.000000,0.0,0.0,Figure 16,icecube.Fig16_600m.SIBYLL_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,proton,2.388361e+01,1.000000,0.0,0.0,Figure 16,icecube.Fig16_600m.SIBYLL_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,proton,2.964149e+01,1.000000,0.0,0.0,Figure 16,icecube.Fig16_600m.SIBYLL_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
600,SIBYLL,proton,3.678748e+01,1.000000,0.0,0.0,Figure 16,icecube.Fig16_600m.SIBYLL_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,EPOS,data,1.006700e+01,0.989314,0.010617,0.131304,Figure 16,icecube.Fig16_800m.EPOS_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,EPOS,data,1.249396e+01,1.014908,0.012490,0.126175,Figure 16,icecube.Fig16_800m.EPOS_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,EPOS,data,1.550601e+01,1.030770,0.015440,0.125209,Figure 16,icecube.Fig16_800m.EPOS_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,EPOS,data,1.924421e+01,1.039768,0.018346,0.125379,Figure 16,icecube.Fig16_800m.EPOS_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,EPOS,data,2.388361e+01,1.052970,0.018236,0.132780,Figure 16,icecube.Fig16_800m.EPOS_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,EPOS,data,2.964149e+01,1.045016,0.021353,0.141814,Figure 16,icecube.Fig16_800m.EPOS_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,EPOS,data,3.678748e+01,1.080338,0.025255,0.164019,Figure 16,icecube.Fig16_800m.EPOS_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,EPOS,data,4.565623e+01,1.115331,0.031758,0.175694,Figure 16,icecube.Fig16_800m.EPOS_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,EPOS,data,5.666306e+01,1.090625,0.047924,0.200098,Figure 16,icecube.Fig16_800m.EPOS_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,EPOS,data,7.032342e+01,1.136951,0.054636,0.220263,Figure 16,icecube.Fig16_800m.EPOS_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,EPOS,data,8.727704e+01,1.200602,0.045866,0.249910,Figure 16,icecube.Fig16_800m.EPOS_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,EPOS,data,1.083178e+02,1.196204,0.105252,0.291291,Figure 16,icecube.Fig16_800m.EPOS_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,EPOS,iron,1.006700e+01,1.638030,0.0,0.0,Figure 16,icecube.Fig16_800m.EPOS_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,EPOS,iron,1.249396e+01,1.645919,0.0,0.0,Figure 16,icecube.Fig16_800m.EPOS_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,EPOS,iron,1.550601e+01,1.653846,0.0,0.0,Figure 16,icecube.Fig16_800m.EPOS_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,EPOS,iron,1.924421e+01,1.661812,0.0,0.0,Figure 16,icecube.Fig16_800m.EPOS_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,EPOS,iron,2.388361e+01,1.669815,0.0,0.0,Figure 16,icecube.Fig16_800m.EPOS_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,EPOS,iron,2.964149e+01,1.677858,0.0,0.0,Figure 16,icecube.Fig16_800m.EPOS_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,EPOS,iron,3.678748e+01,1.685938,0.0,0.0,Figure 16,icecube.Fig16_800m.EPOS_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,EPOS,iron,4.565623e+01,1.694058,0.0,0.0,Figure 16,icecube.Fig16_800m.EPOS_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,EPOS,iron,5.666306e+01,1.702217,0.0,0.0,Figure 16,icecube.Fig16_800m.EPOS_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,EPOS,iron,7.032342e+01,1.710416,0.0,0.0,Figure 16,icecube.Fig16_800m.EPOS_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,EPOS,iron,8.727704e+01,1.718653,0.0,0.0,Figure 16,icecube.Fig16_800m.EPOS_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,EPOS,iron,1.083178e+02,1.726931,0.0,0.0,Figure 16,icecube.Fig16_800m.EPOS_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,EPOS,proton,1.006700e+01,1.000000,0.0,0.0,Figure 16,icecube.Fig16_800m.EPOS_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,EPOS,proton,1.249396e+01,1.000000,0.0,0.0,Figure 16,icecube.Fig16_800m.EPOS_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,EPOS,proton,1.550601e+01,1.000000,0.0,0.0,Figure 16,icecube.Fig16_800m.EPOS_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,EPOS,proton,1.924421e+01,1.000000,0.0,0.0,Figure 16,icecube.Fig16_800m.EPOS_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,EPOS,proton,2.388361e+01,1.000000,0.0,0.0,Figure 16,icecube.Fig16_800m.EPOS_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,EPOS,proton,2.964149e+01,1.000000,0.0,0.0,Figure 16,icecube.Fig16_800m.EPOS_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,EPOS,proton,3.678748e+01,1.000000,0.0,0.0,Figure 16,icecube.Fig16_800m.EPOS_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,EPOS,proton,4.565623e+01,1.000000,0.0,0.0,Figure 16,icecube.Fig16_800m.EPOS_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,EPOS,proton,5.666306e+01,1.000000,0.0,0.0,Figure 16,icecube.Fig16_800m.EPOS_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,EPOS,proton,7.032342e+01,1.000000,0.0,0.0,Figure 16,icecube.Fig16_800m.EPOS_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,EPOS,proton,8.727704e+01,1.000000,0.0,0.0,Figure 16,icecube.Fig16_800m.EPOS_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,EPOS,proton,1.083178e+02,1.000000,0.0,0.0,Figure 16,icecube.Fig16_800m.EPOS_proton.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,QGSJET,data,1.006700e+01,1.084748,0.011641,0.170873,Figure 16,icecube.Fig16_800m.QGSJET_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,QGSJET,data,1.249396e+01,1.107246,0.013626,0.161282,Figure 16,icecube.Fig16_800m.QGSJET_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,QGSJET,data,1.550601e+01,1.118975,0.016761,0.153062,Figure 16,icecube.Fig16_800m.QGSJET_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,QGSJET,data,1.924421e+01,1.123195,0.019818,0.143550,Figure 16,icecube.Fig16_800m.QGSJET_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,QGSJET,data,2.388361e+01,1.131915,0.019603,0.139502,Figure 16,icecube.Fig16_800m.QGSJET_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,QGSJET,data,2.964149e+01,1.117944,0.022843,0.136317,Figure 16,icecube.Fig16_800m.QGSJET_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,QGSJET,data,3.678748e+01,1.150207,0.026888,0.147084,Figure 16,icecube.Fig16_800m.QGSJET_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,QGSJET,data,4.565623e+01,1.181843,0.033652,0.143139,Figure 16,icecube.Fig16_800m.QGSJET_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,QGSJET,data,5.666306e+01,1.150248,0.050544,0.161803,Figure 16,icecube.Fig16_800m.QGSJET_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,QGSJET,data,7.032342e+01,1.193545,0.057355,0.167384,Figure 16,icecube.Fig16_800m.QGSJET_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,QGSJET,data,8.727704e+01,1.254581,0.047928,0.182812,Figure 16,icecube.Fig16_800m.QGSJET_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,QGSJET,data,1.083178e+02,1.244311,0.109485,0.225195,Figure 16,icecube.Fig16_800m.QGSJET_data.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,QGSJET,iron,1.006700e+01,1.661440,0.0,0.0,Figure 16,icecube.Fig16_800m.QGSJET_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,QGSJET,iron,1.249396e+01,1.651754,0.0,0.0,Figure 16,icecube.Fig16_800m.QGSJET_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,QGSJET,iron,1.550601e+01,1.642124,0.0,0.0,Figure 16,icecube.Fig16_800m.QGSJET_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,QGSJET,iron,1.924421e+01,1.632551,0.0,0.0,Figure 16,icecube.Fig16_800m.QGSJET_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,QGSJET,iron,2.388361e+01,1.623033,0.0,0.0,Figure 16,icecube.Fig16_800m.QGSJET_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,QGSJET,iron,2.964149e+01,1.613571,0.0,0.0,Figure 16,icecube.Fig16_800m.QGSJET_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,QGSJET,iron,3.678748e+01,1.604164,0.0,0.0,Figure 16,icecube.Fig16_800m.QGSJET_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,QGSJET,iron,4.565623e+01,1.594812,0.0,0.0,Figure 16,icecube.Fig16_800m.QGSJET_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,QGSJET,iron,5.666306e+01,1.585514,0.0,0.0,Figure 16,icecube.Fig16_800m.QGSJET_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
800,QGSJET,iron,7.032342e+01,1.576271,0.0,0.0,Figure 16,icecube.Fig16_800m.QGSJET_iron.txt,10.21234/sszj-qv50,10.1103/PhysRevD.106.032010
