experiment,hadronic_model,log10_energy_eV,energy_low_eV,energy_high_eV,z_muon,z_err_low,z_err_high,energy_cross_calibrated,source_doi,source_figure,extraction_method,quality
IceCube,SIBYLL-2.1,16.6899,16.6899,16.6899,1.1768,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,SIBYLL-2.1,16.7839,16.7839,16.7839,1.2109,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,SIBYLL-2.1,16.8779,16.8779,16.8779,1.0634,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,SIBYLL-2.1,16.972,16.972,16.972,0.8725,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,SIBYLL-2.1,17.066,16.972,16.972,0.8661,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
KASCADE-Grande,SIBYLL-2.1,17.0819,16.9768,17.1871,0.4499,0.4319,0.4319,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
NEVOD-DECOR,SIBYLL-2.1,14.7024,14.7024,14.7024,0.8441,0.0097,0.0097,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
NEVOD-DECOR,SIBYLL-2.1,14.9138,14.9138,14.9138,1.3491,0.0097,0.0097,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
NEVOD-DECOR,SIBYLL-2.1,15.1362,15.1362,15.1362,0.9641,0.0097,0.0097,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
NEVOD-DECOR,SIBYLL-2.1,15.4031,15.4031,15.4031,1.3621,0.1373,0.1373,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
NEVOD-DECOR,SIBYLL-2.1,15.4209,15.4209,15.4209,1.2151,0.0097,0.0097,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
NEVOD-DECOR,SIBYLL-2.1,15.4855,15.4855,15.4855,1.4171,0.0097,0.0097,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
NEVOD-DECOR,SIBYLL-2.1,15.6864,15.6864,15.6864,1.3841,0.0097,0.0097,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
NEVOD-DECOR,SIBYLL-2.1,15.6957,15.6957,15.6957,1.0741,0.0097,0.0097,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
NEVOD-DECOR,SIBYLL-2.1,15.9327,15.9327,15.9327,1.1551,0.0097,0.0097,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
NEVOD-DECOR,SIBYLL-2.1,15.9688,15.9928,15.9928,1.3331,0.0223,0.0223,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
NEVOD-DECOR,SIBYLL-2.1,15.9928,15.9928,15.9928,1.3011,0.0097,0.0097,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
NEVOD-DECOR,SIBYLL-2.1,16.1386,16.1386,16.1386,1.1041,0.0097,0.0097,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
NEVOD-DECOR,SIBYLL-2.1,16.2009,16.229,16.229,1.1801,0.0063,0.0063,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
NEVOD-DECOR,SIBYLL-2.1,16.229,16.229,16.229,1.1641,0.0097,0.0097,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
NEVOD-DECOR,SIBYLL-2.1,16.2803,16.2803,16.2803,1.2051,0.0097,0.0097,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
NEVOD-DECOR,SIBYLL-2.1,16.3474,16.3474,16.3474,1.0031,0.0097,0.0097,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
NEVOD-DECOR,SIBYLL-2.1,16.4056,16.4056,16.4056,1.1371,0.0097,0.0097,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
NEVOD-DECOR,SIBYLL-2.1,16.517,16.6169,16.6169,1.0381,0.0097,0.0097,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
NEVOD-DECOR,SIBYLL-2.1,16.5821,16.5821,16.5821,1.0891,0.0097,0.0097,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
NEVOD-DECOR,SIBYLL-2.1,16.6169,16.7505,16.7505,1.0081,0.0097,0.0097,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
NEVOD-DECOR,SIBYLL-2.1,16.7505,16.7505,16.7505,0.9761,0.0097,0.0097,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
NEVOD-DECOR,SIBYLL-2.1,16.7744,16.6169,16.6169,1.0461,0.0603,0.0603,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
NEVOD-DECOR,SIBYLL-2.1,16.8117,16.7505,16.7505,0.9891,0.0097,0.0097,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
NEVOD-DECOR,SIBYLL-2.1,16.9662,17.0269,17.0269,0.8741,0.0097,0.0097,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
NEVOD-DECOR,SIBYLL-2.1,17.0269,17.0269,17.0269,0.8841,0.0097,0.0097,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
NEVOD-DECOR,SIBYLL-2.1,17.1733,17.1733,17.1733,0.8341,0.0097,0.0097,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
NEVOD-DECOR,SIBYLL-2.1,17.2034,17.3286,17.3286,0.8491,0.0053,0.0053,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
NEVOD-DECOR,SIBYLL-2.1,17.3286,17.3286,17.3286,0.8641,0.0097,0.0097,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
NEVOD-DECOR,SIBYLL-2.1,17.408,17.408,17.408,1.0121,0.0097,0.0097,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
NEVOD-DECOR,SIBYLL-2.1,17.5332,17.5332,17.5332,0.8441,0.0097,0.0097,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
NEVOD-DECOR,SIBYLL-2.1,17.5965,17.5332,17.5332,0.8841,0.0097,0.0097,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
NEVOD-DECOR,SIBYLL-2.1,17.7846,17.7846,17.7846,0.8641,0.0097,0.0097,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
NEVOD-DECOR,SIBYLL-2.1,17.8282,17.8802,17.8802,0.7241,0.0097,0.0097,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
NEVOD-DECOR,SIBYLL-2.1,17.8802,17.8802,17.8802,0.7241,0.0097,0.0097,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
NEVOD-DECOR,SIBYLL-2.1,17.9534,17.9534,17.9534,0.5141,0.0097,0.0097,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
NEVOD-DECOR,SIBYLL-2.1,18.0708,18.0708,18.0708,0.6341,0.0097,0.0097,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
NEVOD-DECOR,SIBYLL-2.1,18.1758,18.1758,18.1758,0.3641,0.0097,0.0097,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
NEVOD-DECOR,SIBYLL-2.1,18.2852,18.2852,18.2852,0.5741,0.0097,0.0097,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
NEVOD-DECOR,SIBYLL-2.1,18.4928,18.4928,18.4928,0.2541,0.0097,0.0097,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
NEVOD-DECOR,SIBYLL-2.1,18.6218,18.6218,18.6218,0.7441,0.0097,0.0097,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
Yakutsk,SIBYLL-2.1,17.3086,17.3086,17.3086,1.0648,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
Yakutsk,SIBYLL-2.1,17.4098,17.4098,17.4098,1.0098,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
Yakutsk,SIBYLL-2.1,17.5123,17.5123,17.5123,1.1738,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
Yakutsk,SIBYLL-2.1,17.6058,17.707,17.707,1.3378,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
Yakutsk,SIBYLL-2.1,17.707,17.707,17.707,1.3338,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
Yakutsk,SIBYLL-2.1,17.812,17.707,17.707,1.3558,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
Yakutsk,SIBYLL-2.1,17.9138,18.0165,18.0165,1.4098,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
Yakutsk,SIBYLL-2.1,18.0165,18.1194,18.1194,1.4138,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
Yakutsk,SIBYLL-2.1,18.1194,18.1194,18.1194,1.4288,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
Yakutsk,SIBYLL-2.1,18.2116,18.1194,18.1194,1.4248,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
Yakutsk,SIBYLL-2.1,18.311,18.4141,18.4141,1.3378,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
Yakutsk,SIBYLL-2.1,18.4141,18.4141,18.4141,1.3438,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
Yakutsk,SIBYLL-2.1,18.5261,18.6393,18.6393,1.4468,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
Yakutsk,SIBYLL-2.1,18.6393,18.6393,18.6393,1.4508,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
Yakutsk,SIBYLL-2.1,18.7403,18.7403,18.7403,1.3738,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
Yakutsk,SIBYLL-2.1,18.8313,18.8313,18.8313,1.2468,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
Yakutsk,SIBYLL-2.1,18.9432,18.9432,18.9432,1.3388,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
Yakutsk,SIBYLL-2.1,19.0446,19.0446,19.0446,1.3008,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
Yakutsk,SIBYLL-2.1,19.1656,19.1656,19.1656,1.1378,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,SIBYLL-2.3,15.0852,15.1792,15.1792,2.0588,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,SIBYLL-2.3,15.1792,15.1792,15.1792,2.0512,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,SIBYLL-2.3,15.2732,15.3672,15.3672,2.064,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,SIBYLL-2.3,15.3672,15.3672,15.3672,2.0396,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,SIBYLL-2.3,15.4613,15.5553,15.5553,2.0465,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,SIBYLL-2.3,15.5553,15.5553,15.5553,2.0383,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,SIBYLL-2.3,15.6493,15.7434,15.7434,2.0228,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,SIBYLL-2.3,15.7434,15.7434,15.7434,2.0135,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,SIBYLL-2.3,15.8374,15.8374,15.8374,1.9824,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,SIBYLL-2.3,15.9314,16.0254,16.0254,1.9452,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,SIBYLL-2.3,16.0254,16.0254,16.0254,1.9218,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,SIBYLL-2.3,16.0342,16.0342,16.0342,1.8051,0.1166,0.1166,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,SIBYLL-2.3,16.1195,16.2135,16.2135,1.8762,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,SIBYLL-2.3,16.1282,16.2222,16.2222,1.7216,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,SIBYLL-2.3,16.2135,16.2135,16.2135,1.8505,0.1331,0.1331,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,SIBYLL-2.3,16.2222,16.2222,16.2222,1.7175,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,SIBYLL-2.3,16.3075,16.3075,16.3075,1.7867,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,SIBYLL-2.3,16.3162,16.2222,16.2222,1.7058,0.0809,0.0809,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,SIBYLL-2.3,16.4016,16.4016,16.4016,1.7472,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,SIBYLL-2.3,16.4103,16.3162,16.3162,1.6894,0.0578,0.0578,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,SIBYLL-2.3,16.4956,16.4016,16.4016,1.7731,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,SIBYLL-2.3,16.5043,16.5043,16.5043,1.6876,0.0854,0.0854,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,SIBYLL-2.3,16.5896,16.5043,16.5043,1.7139,0.0712,0.0712,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,SIBYLL-2.3,16.5983,16.5983,16.5983,1.6428,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,SIBYLL-2.3,16.6924,16.7864,16.7864,1.5817,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,SIBYLL-2.3,16.7864,16.7864,16.7864,1.6111,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,SIBYLL-2.3,16.8804,16.8804,16.8804,1.4824,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,SIBYLL-2.3,16.9744,16.9744,16.9744,1.3213,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,SIBYLL-2.3,17.0685,16.9744,16.9744,1.3197,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
NEVOD-DECOR,SIBYLL-2.3,16.2315,16.2315,16.2315,1.6181,0.0097,0.0097,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
NEVOD-DECOR,SIBYLL-2.3,16.5195,16.5195,16.5195,1.4911,0.0097,0.0097,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
NEVOD-DECOR,SIBYLL-2.3,16.753,16.753,16.753,1.4501,0.0097,0.0097,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
NEVOD-DECOR,SIBYLL-2.3,16.9687,16.9687,16.9687,1.3601,0.0097,0.0097,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
NEVOD-DECOR,SIBYLL-2.3,17.1758,17.1758,17.1758,1.3001,0.0097,0.0097,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
NEVOD-DECOR,SIBYLL-2.3,17.3311,17.3311,17.3311,1.3881,0.0097,0.0097,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
NEVOD-DECOR,SIBYLL-2.3,17.5357,17.5357,17.5357,1.4241,0.0097,0.0097,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
NEVOD-DECOR,SIBYLL-2.3,17.8307,17.8307,17.8307,1.2891,0.0097,0.0097,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
NEVOD-DECOR,SIBYLL-2.3,17.9559,17.9559,17.9559,0.7341,0.0097,0.0097,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
NEVOD-DECOR,SIBYLL-2.3,18.1783,18.1783,18.1783,0.6041,0.0097,0.0097,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
NEVOD-DECOR,SIBYLL-2.3,18.4953,18.4953,18.4953,0.5141,0.0097,0.0097,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
