experiment,hadronic_model,log10_energy_eV,energy_low_eV,energy_high_eV,z_muon,z_err_low,z_err_high,energy_cross_calibrated,source_doi,source_figure,extraction_method,quality
AMIGA,EPOS-LHC,17.4889,17.4889,17.4889,0.6938,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
AMIGA,EPOS-LHC,17.6205,17.4889,17.4889,0.7038,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
AMIGA,EPOS-LHC,17.748,17.748,17.748,0.6438,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
AMIGA,EPOS-LHC,17.8734,17.8734,17.8734,0.7938,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
AMIGA,EPOS-LHC,18.0156,18.0156,18.0156,0.7538,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
AMIGA,EPOS-LHC,18.1911,18.1911,18.1911,0.9938,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,EPOS-LHC,15.0827,15.1767,15.1767,2.331,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,EPOS-LHC,15.1767,15.1767,15.1767,2.3121,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,EPOS-LHC,15.2707,15.1767,15.1767,2.3167,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,EPOS-LHC,15.3647,15.3647,15.3647,2.2794,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,EPOS-LHC,15.4588,15.5528,15.5528,2.2778,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,EPOS-LHC,15.5528,15.5528,15.5528,2.2595,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,EPOS-LHC,15.6468,15.7409,15.7409,2.2338,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,EPOS-LHC,15.7409,15.7409,15.7409,2.2152,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,EPOS-LHC,15.8349,15.8349,15.8349,2.1737,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,EPOS-LHC,15.9289,15.9289,15.9289,2.1265,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,EPOS-LHC,16.023,16.023,16.023,2.0947,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,EPOS-LHC,16.0317,16.0317,16.0317,1.9649,0.1298,0.1298,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,EPOS-LHC,16.117,16.117,16.117,2.0403,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,EPOS-LHC,16.1257,16.2197,16.2197,1.8733,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,EPOS-LHC,16.211,16.211,16.211,2.0076,0.1428,0.1428,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,EPOS-LHC,16.2197,16.2197,16.2197,1.8648,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,EPOS-LHC,16.305,16.305,16.305,1.9363,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,EPOS-LHC,16.3137,16.2197,16.2197,1.8489,0.0874,0.0874,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,EPOS-LHC,16.3991,16.3991,16.3991,1.891,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,EPOS-LHC,16.4078,16.3137,16.3137,1.8284,0.0626,0.0626,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,EPOS-LHC,16.4931,16.3991,16.3991,1.9124,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,EPOS-LHC,16.5018,16.5018,16.5018,1.8229,0.0895,0.0895,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,EPOS-LHC,16.5871,16.5018,16.5018,1.8485,0.0736,0.0736,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,EPOS-LHC,16.5958,16.5958,16.5958,1.7749,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,EPOS-LHC,16.6899,16.7839,16.7839,1.7118,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,EPOS-LHC,16.7839,16.7839,16.7839,1.7377,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,EPOS-LHC,16.8779,16.8779,16.8779,1.6108,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,EPOS-LHC,16.972,16.972,16.972,1.4549,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,EPOS-LHC,17.066,16.972,16.972,1.453,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
KASCADE-Grande,EPOS-LHC,17.0219,16.9166,17.1271,1.5665,0.2238,0.2238,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
NEVOD-DECOR,EPOS-LHC,16.229,16.229,16.229,1.3581,0.0097,0.0097,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
NEVOD-DECOR,EPOS-LHC,16.517,16.517,16.517,1.2541,0.0097,0.0097,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
NEVOD-DECOR,EPOS-LHC,16.7505,16.7505,16.7505,1.2091,0.0097,0.0097,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
NEVOD-DECOR,EPOS-LHC,16.9662,16.9662,16.9662,1.1331,0.0097,0.0097,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
NEVOD-DECOR,EPOS-LHC,17.1733,17.1733,17.1733,1.0591,0.0097,0.0097,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
NEVOD-DECOR,EPOS-LHC,17.3286,17.3286,17.3286,1.1221,0.0097,0.0097,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
NEVOD-DECOR,EPOS-LHC,17.5332,17.5332,17.5332,1.1731,0.0097,0.0097,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
NEVOD-DECOR,EPOS-LHC,17.8282,17.8282,17.8282,1.0351,0.0097,0.0097,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
NEVOD-DECOR,EPOS-LHC,17.9534,17.9534,17.9534,0.6141,0.0097,0.0097,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
NEVOD-DECOR,EPOS-LHC,18.1758,18.1758,18.1758,0.4241,0.0097,0.0097,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
NEVOD-DECOR,EPOS-LHC,18.4928,18.4928,18.4928,0.3141,0.0097,0.0097,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
Pierre Auger,EPOS-LHC,18.6607,18.6607,18.6607,0.9885,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
Pierre Auger,EPOS-LHC,18.7579,18.7579,18.7579,0.7497,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
Pierre Auger,EPOS-LHC,18.8752,18.8752,18.8752,0.7081,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
Pierre Auger,EPOS-LHC,19.0199,19.0199,19.0199,0.5716,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
Pierre Auger,EPOS-LHC,19.0318,18.8313,19.2323,0.7638,0.4614,0.8458,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
Pierre Auger,EPOS-LHC,19.3819,19.3819,19.3819,0.3148,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
SUGAR,EPOS-LHC,17.2775,17.0269,17.528,-0.1492,0.5915,0.5915,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
SUGAR,EPOS-LHC,17.7787,17.528,18.0293,-0.4542,0.5915,0.5915,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
Yakutsk,EPOS-LHC,17.3086,17.3086,17.3086,1.7078,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
Yakutsk,EPOS-LHC,17.4098,17.4098,17.4098,1.6758,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
Yakutsk,EPOS-LHC,17.5123,17.5123,17.5123,1.4738,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
Yakutsk,EPOS-LHC,17.6058,17.707,17.707,2.0408,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
Yakutsk,EPOS-LHC,17.707,17.707,17.707,2.0438,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
Yakutsk,EPOS-LHC,17.812,17.812,17.812,2.1018,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
Yakutsk,EPOS-LHC,17.9138,17.9138,17.9138,2.1798,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
Yakutsk,EPOS-LHC,18.0165,18.1194,18.1194,2.2338,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
Yakutsk,EPOS-LHC,18.1194,18.1194,18.1194,2.2338,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
Yakutsk,EPOS-LHC,18.2116,18.1194,18.1194,2.2238,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
Yakutsk,EPOS-LHC,18.311,18.4141,18.4141,2.1258,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
Yakutsk,EPOS-LHC,18.4141,18.4141,18.4141,2.1338,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
Yakutsk,EPOS-LHC,18.5261,18.6393,18.6393,2.2778,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
Yakutsk,EPOS-LHC,18.6393,18.6393,18.6393,2.2688,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
Yakutsk,EPOS-LHC,18.7403,18.7403,18.7403,2.1958,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
Yakutsk,EPOS-LHC,18.8313,18.8313,18.8313,2.0668,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
Yakutsk,EPOS-LHC,18.9432,19.0446,19.0446,2.1828,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
Yakutsk,EPOS-LHC,19.0446,19.0446,19.0446,2.1718,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
Yakutsk,EPOS-LHC,19.1656,19.1656,19.1656,1.9438,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
Pierre Auger,QGSJet-II.03,18.6619,18.6619,18.6619,0.2629,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
Pierre Auger,QGSJet-II.03,18.7591,18.7591,18.7591,0.0093,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
Pierre Auger,QGSJet-II.03,18.8765,18.8765,18.8765,-0.0547,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
Pierre Auger,QGSJet-II.03,19.0211,19.0211,19.0211,-0.2214,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
Pierre Auger,QGSJet-II.03,19.3831,19.3831,19.3831,-0.5695,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
Telescope Array,QGSJet-II.03,19.033,18.8325,19.2335,0.0058,0.5355,0.5355,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
AMIGA,QGSJet-II.04,17.4901,17.4901,17.4901,0.5638,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
AMIGA,QGSJet-II.04,17.6217,17.4901,17.4901,0.5738,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
AMIGA,QGSJet-II.04,17.7492,17.7492,17.7492,0.5238,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
AMIGA,QGSJet-II.04,17.8747,17.8747,17.8747,0.6638,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
AMIGA,QGSJet-II.04,18.0168,17.8747,17.8747,0.6338,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
AMIGA,QGSJet-II.04,18.1923,18.1923,18.1923,0.8838,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
EAS-MSU,QGSJet-II.04,17.5293,17.0281,18.0306,1.3838,0.045,0.045,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,QGSJet-II.04,15.0839,15.1779,15.1779,1.9194,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,QGSJet-II.04,15.1779,15.1779,15.1779,1.9233,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,QGSJet-II.04,15.272,15.366,15.366,1.9462,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,QGSJet-II.04,15.366,15.366,15.366,1.9344,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,QGSJet-II.04,15.46,15.5541,15.5541,1.9522,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,QGSJet-II.04,15.5541,15.5541,15.5541,1.9556,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,QGSJet-II.04,15.6481,15.7421,15.7421,1.9521,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,QGSJet-II.04,15.7421,15.7421,15.7421,1.9544,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,QGSJet-II.04,15.8361,15.7421,15.7421,1.9351,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,QGSJet-II.04,15.9302,16.0242,16.0242,1.9091,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,QGSJet-II.04,16.0242,16.0242,16.0242,1.8964,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,QGSJet-II.04,16.0329,16.0329,16.0329,1.7835,0.1129,0.1129,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,QGSJet-II.04,16.1182,16.2123,16.2123,1.8606,0.152,0.152,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,QGSJet-II.04,16.1269,16.221,16.221,1.7086,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,QGSJet-II.04,16.2123,16.2123,16.2123,1.8448,0.1302,0.1302,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,QGSJet-II.04,16.221,16.221,16.221,1.7146,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,QGSJet-II.04,16.3063,16.3063,16.3063,1.7882,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,QGSJet-II.04,16.315,16.221,16.221,1.7128,0.0755,0.0755,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,QGSJet-II.04,16.4003,16.4003,16.4003,1.7563,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,QGSJet-II.04,16.409,16.315,16.315,1.7057,0.0506,0.0506,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,QGSJet-II.04,16.4943,16.4943,16.4943,1.7941,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,QGSJet-II.04,16.5031,16.5031,16.5031,1.7144,0.0797,0.0797,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,QGSJet-II.04,16.5884,16.5031,16.5031,1.74,0.0639,0.0639,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,QGSJet-II.04,16.5971,16.5971,16.5971,1.6761,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,QGSJet-II.04,16.6911,16.6911,16.6911,1.6189,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,QGSJet-II.04,16.7851,16.7851,16.7851,1.6616,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,QGSJet-II.04,16.8792,16.8792,16.8792,1.5257,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,QGSJet-II.04,16.9732,16.9732,16.9732,1.3486,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
IceCube,QGSJet-II.04,17.0672,16.9732,16.9732,1.3533,0.0,0.0,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
KASCADE-Grande,QGSJet-II.04,17.1133,16.9981,17.2286,1.462,0.2048,0.2048,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
NEVOD-DECOR,QGSJet-II.04,16.2303,16.2303,16.2303,1.6901,0.0097,0.0097,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
NEVOD-DECOR,QGSJet-II.04,16.5182,16.5182,16.5182,1.5761,0.0097,0.0097,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
NEVOD-DECOR,QGSJet-II.04,16.7517,16.7517,16.7517,1.5031,0.0097,0.0097,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
NEVOD-DECOR,QGSJet-II.04,16.9675,16.9675,16.9675,1.4291,0.0097,0.0097,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
NEVOD-DECOR,QGSJet-II.04,17.1746,17.1746,17.1746,1.3551,0.0097,0.0097,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
NEVOD-DECOR,QGSJet-II.04,17.3299,17.3299,17.3299,1.4131,0.0097,0.0097,False,10.22323/1.358.0214,"Figure 2 (main.pdf, arXiv:2001.07508)",vector_extraction_pymupdf_paths,digitised_from_vector_pdf
