window_id,map,tracer,ell_index,band_00,band_01,band_02,band_03,band_04,band_05,band_06,band_07,band_08,band_09,band_10,band_11
wl_PR4_LRGz2,PR4,LRGz2,0,3.427493236790183e-07,2.766082187035413e-07,4.4789341465250804e-08,2.2349233014673104e-08,7.1164871625251635e-09,8.447795152279484e-10,6.18483641807938e-10,2.8425116217418915e-10,1.3264818047467434e-11,-3.638493932468705e-11,-2.2497543499014415e-11,-8.779315217798337e-12
wl_PR4_LRGz2,PR4,LRGz2,1,6.838583840793169e-07,8.826174645962752e-07,1.3102918421288617e-07,6.462851416650921e-08,2.1616163988045813e-08,3.0304324521985015e-09,1.7890650303084884e-09,8.33006456089118e-10,3.350324075343722e-11,-1.0959803785259227e-10,-6.808375620968366e-11,-2.5446701593788807e-11
wl_PR4_LRGz2,PR4,LRGz2,2,-8.50872905399891e-07,1.4657695771376988e-06,2.0053146989054756e-07,1.1177182248457268e-07,3.6944356867959006e-08,4.523292520415391e-09,3.0467606098042477e-09,1.3964178682598554e-09,5.921776784136058e-11,-1.789458871203978e-10,-1.111810025344912e-10,-4.4824723026123035e-11
wl_PR4_LRGz2,PR4,LRGz2,3,-5.308491982316378e-08,1.961705897471688e-06,2.8058249097863616e-07,1.5468156609575924e-07,5.006280335288055e-08,6.923782722184249e-09,4.284492395968513e-09,1.8757740572391634e-09,7.375287260706074e-11,-2.521514120380086e-10,-1.576490574348563e-10,-5.876172159804846e-11
wl_PR4_LRGz2,PR4,LRGz2,4,8.247030058103306e-07,2.41656953399181e-06,3.5155884074932424e-07,1.9919734555594678e-07,6.594462637783672e-08,8.177389926900995e-09,5.63279263100127e-09,2.337760795943144e-09,9.373670041627135e-11,-3.1927919089180324e-10,-2.0315415547313327e-10,-7.687874476257377e-11
wl_PR4_LRGz2,PR4,LRGz2,5,3.7070761440591016e-06,2.8704006803360154e-06,4.436192972802505e-07,2.3840201846608658e-07,7.878677549374156e-08,1.0746794226292425e-08,6.967333926942476e-09,2.7631595974340354e-09,1.214364490141989e-10,-4.0967086672412814e-10,-2.4588909770708697e-10,-9.003118957765006e-11
wl_PR4_LRGz2,PR4,LRGz2,6,-1.0647969494688834e-05,3.4395954468208506e-06,4.903977278801657e-07,2.677068400015445e-07,9.242134271093013e-08,1.1239095582362279e-08,8.089169457615767e-09,3.1133093589094665e-09,1.2273881374675448e-10,-4.60637901979114e-10,-2.787523275391337e-10,-1.0416644788312931e-10
wl_PR4_LRGz2,PR4,LRGz2,7,-9.045336400044304e-06,3.839224437058098e-06,5.905468089173798e-07,3.05046126396186e-07,1.0538067250023166e-07,1.3190261047767928e-08,9.882425776397237e-09,3.39716325619849e-09,1.483067015909091e-10,-5.568405982032903e-10,-3.2386220681111604e-10,-1.173178828142604e-10
wl_PR4_LRGz2,PR4,LRGz2,8,-0.00011611690226524755,4.4958513757649e-06,5.53924328356822e-07,2.9629024097201466e-07,1.0208754573669107e-07,1.0820836595184114e-08,9.574613379383205e-09,3.294776128490876e-09,1.188771029110551e-10,-5.140860994590609e-10,-3.0695846886817823e-10,-1.1469573456467892e-10
wl_PR4_LRGz2,PR4,LRGz2,9,-0.00011008832814685339,5.10930190241402e-06,6.290228293383331e-07,3.3219314404595914e-07,1.1313817701721876e-07,1.366180511951228e-08,1.1446709430086349e-08,3.548613532482446e-09,1.6351850490331386e-10,-6.247802218037802e-10,-3.513759338308655e-10,-1.260036122004026e-10
wl_PR4_LRGz2,PR4,LRGz2,10,-0.0010597713820746266,7.90415080478044e-06,-1.960085787738726e-07,-8.972813909335896e-08,-3.4404204883633784e-08,-8.336787693863968e-09,-3.981692657800417e-09,-6.495707864070724e-10,-1.3110080645217082e-10,2.7510866439128424e-10,1.0396907655436235e-10,4.3976562963057525e-11
wl_PR4_LRGz2,PR4,LRGz2,11,-0.0010482043372616232,8.677785654368989e-06,-1.2868280136222624e-07,-6.01441959851533e-08,-2.374647074137514e-08,-5.09885817798738e-09,-2.075524587749507e-09,-5.416353791453995e-10,-6.595771079657644e-11,1.7241761158223336e-10,5.953273788242012e-11,3.0216529988431227e-11
wl_PR4_LRGz2,PR4,LRGz2,12,-0.0011882253684382341,9.125443886278792e-06,-1.9381458599213797e-07,-8.235945708665481e-08,-3.0203979095524584e-08,-6.759190885138143e-09,-3.068799975478752e-09,-8.127589835808949e-10,-6.129748841364787e-11,2.1492109087613297e-10,9.08929262947705e-11,3.3944097704976885e-11
wl_PR4_LRGz2,PR4,LRGz2,13,-0.0011753175321621897,9.898927907953474e-06,-1.230060401935589e-07,-4.717516621115078e-08,-1.8964304425400594e-08,-1.9240268069881275e-09,-1.4991360658720047e-09,-6.303048980199016e-10,-3.9490947895740884e-11,1.1949774701637665e-10,5.141983755504046e-11,1.9079504237624693e-11
wl_PR4_LRGz2,PR4,LRGz2,14,-0.0011689405087535409,9.528713180651871e-06,-7.355875718991751e-08,-2.5656287984027166e-08,-5.976224822979335e-09,-1.3426908752968068e-09,-3.392342254100512e-10,-3.622413201074595e-10,-1.0157403776818843e-11,5.267756827232927e-11,2.636963012437931e-11,5.752260907649098e-12
wl_PR4_LRGz2,PR4,LRGz2,15,-0.0011783677346675775,1.0187843237642143e-05,-1.7555760388966296e-08,1.0854795273980276e-08,6.528096433201482e-09,2.7687559474889913e-09,1.4663091782957905e-09,-1.357054667013236e-10,1.9757356073827305e-12,-5.369433232004403e-11,-1.0996520930915441e-11,-1.0628488549195271e-11
wl_PR4_LRGz2,PR4,LRGz2,16,-0.00039118891118382386,3.5068899056486938e-06,7.534473336609537e-08,4.521306565876657e-08,1.6035187186287044e-08,2.8261902505975257e-09,2.0204345680183955e-09,3.54400042045526e-10,5.112864299461219e-11,-1.0934299740254419e-10,-4.903446455548857e-11,-2.141512587594974e-11
wl_PR4_LRGz2,PR4,LRGz2,17,-0.00036158168790397714,3.665690560958787e-06,1.5916943374371364e-07,8.63873048791445e-08,2.954087491942056e-08,7.05400041943822e-09,2.8799795730983098e-09,8.189581868349103e-10,6.56857582641733e-11,-2.1897024158923084e-10,-8.318949410930704e-11,-3.876794211905857e-11
wl_PR4_LRGz2,PR4,LRGz2,18,0.0037989434285508263,-3.128804953410563e-05,2.2456630155292212e-07,6.057229673537915e-08,2.2741468921113743e-08,2.820543354000598e-09,1.7869263430279496e-09,7.717495037203382e-10,9.52016588972811e-11,-1.7826053673786239e-10,-7.922713715413155e-11,-2.3484097885552518e-11
