file,tracer,region,z,dNdz
LRGz4_dNdz_north,LRGz4,north,0.005,0.001
LRGz4_dNdz_north,LRGz4,north,0.015,0.0
LRGz4_dNdz_north,LRGz4,north,0.025,0.007
LRGz4_dNdz_north,LRGz4,north,0.035,0.005
LRGz4_dNdz_north,LRGz4,north,0.045,0.002
LRGz4_dNdz_north,LRGz4,north,0.055,0.01
LRGz4_dNdz_north,LRGz4,north,0.065,0.002
LRGz4_dNdz_north,LRGz4,north,0.07500000000000001,0.009
LRGz4_dNdz_north,LRGz4,north,0.08499999999999999,0.014
LRGz4_dNdz_north,LRGz4,north,0.095,0.003
LRGz4_dNdz_north,LRGz4,north,0.10500000000000001,0.011
LRGz4_dNdz_north,LRGz4,north,0.11499999999999999,0.016
LRGz4_dNdz_north,LRGz4,north,0.125,0.011
LRGz4_dNdz_north,LRGz4,north,0.135,0.014
LRGz4_dNdz_north,LRGz4,north,0.14500000000000002,0.01
LRGz4_dNdz_north,LRGz4,north,0.155,0.009
LRGz4_dNdz_north,LRGz4,north,0.165,0.007
LRGz4_dNdz_north,LRGz4,north,0.175,0.02
LRGz4_dNdz_north,LRGz4,north,0.185,0.008
LRGz4_dNdz_north,LRGz4,north,0.195,0.012
LRGz4_dNdz_north,LRGz4,north,0.20500000000000002,0.023
LRGz4_dNdz_north,LRGz4,north,0.215,0.014
LRGz4_dNdz_north,LRGz4,north,0.225,0.008
LRGz4_dNdz_north,LRGz4,north,0.235,0.008
LRGz4_dNdz_north,LRGz4,north,0.245,0.009
LRGz4_dNdz_north,LRGz4,north,0.255,0.015
LRGz4_dNdz_north,LRGz4,north,0.265,0.009
LRGz4_dNdz_north,LRGz4,north,0.275,0.01
LRGz4_dNdz_north,LRGz4,north,0.28500000000000003,0.009
LRGz4_dNdz_north,LRGz4,north,0.295,0.008
LRGz4_dNdz_north,LRGz4,north,0.305,0.007
LRGz4_dNdz_north,LRGz4,north,0.315,0.022
LRGz4_dNdz_north,LRGz4,north,0.325,0.009
LRGz4_dNdz_north,LRGz4,north,0.335,0.01
LRGz4_dNdz_north,LRGz4,north,0.345,0.016
LRGz4_dNdz_north,LRGz4,north,0.355,0.016
LRGz4_dNdz_north,LRGz4,north,0.365,0.009
LRGz4_dNdz_north,LRGz4,north,0.375,0.007
LRGz4_dNdz_north,LRGz4,north,0.385,0.025
LRGz4_dNdz_north,LRGz4,north,0.395,0.011
LRGz4_dNdz_north,LRGz4,north,0.405,0.011
LRGz4_dNdz_north,LRGz4,north,0.415,0.015
LRGz4_dNdz_north,LRGz4,north,0.425,0.009
LRGz4_dNdz_north,LRGz4,north,0.435,0.006
LRGz4_dNdz_north,LRGz4,north,0.445,0.012
LRGz4_dNdz_north,LRGz4,north,0.455,0.01
LRGz4_dNdz_north,LRGz4,north,0.46499999999999997,0.018
LRGz4_dNdz_north,LRGz4,north,0.475,0.011
LRGz4_dNdz_north,LRGz4,north,0.485,0.005
LRGz4_dNdz_north,LRGz4,north,0.495,0.012
LRGz4_dNdz_north,LRGz4,north,0.505,0.006
LRGz4_dNdz_north,LRGz4,north,0.515,0.012
LRGz4_dNdz_north,LRGz4,north,0.525,0.008
LRGz4_dNdz_north,LRGz4,north,0.535,0.009
LRGz4_dNdz_north,LRGz4,north,0.545,0.03
LRGz4_dNdz_north,LRGz4,north,0.555,0.03
LRGz4_dNdz_north,LRGz4,north,0.565,0.011
LRGz4_dNdz_north,LRGz4,north,0.575,0.032
LRGz4_dNdz_north,LRGz4,north,0.585,0.028
