file,tracer,region,z,dNdz
LRGz3_dNdz_south,LRGz3,south,0.005,0.001
LRGz3_dNdz_south,LRGz3,south,0.015,0.002
LRGz3_dNdz_south,LRGz3,south,0.025,0.002
LRGz3_dNdz_south,LRGz3,south,0.035,0.003
LRGz3_dNdz_south,LRGz3,south,0.045,0.003
LRGz3_dNdz_south,LRGz3,south,0.055,0.004
LRGz3_dNdz_south,LRGz3,south,0.065,0.005
LRGz3_dNdz_south,LRGz3,south,0.07500000000000001,0.008
LRGz3_dNdz_south,LRGz3,south,0.08499999999999999,0.011
LRGz3_dNdz_south,LRGz3,south,0.095,0.01
LRGz3_dNdz_south,LRGz3,south,0.10500000000000001,0.007
LRGz3_dNdz_south,LRGz3,south,0.11499999999999999,0.008
LRGz3_dNdz_south,LRGz3,south,0.125,0.008
LRGz3_dNdz_south,LRGz3,south,0.135,0.009
LRGz3_dNdz_south,LRGz3,south,0.14500000000000002,0.007
LRGz3_dNdz_south,LRGz3,south,0.155,0.005
LRGz3_dNdz_south,LRGz3,south,0.165,0.007
LRGz3_dNdz_south,LRGz3,south,0.175,0.013
LRGz3_dNdz_south,LRGz3,south,0.185,0.011
LRGz3_dNdz_south,LRGz3,south,0.195,0.014
LRGz3_dNdz_south,LRGz3,south,0.20500000000000002,0.011
LRGz3_dNdz_south,LRGz3,south,0.215,0.011
LRGz3_dNdz_south,LRGz3,south,0.225,0.013
LRGz3_dNdz_south,LRGz3,south,0.235,0.015
LRGz3_dNdz_south,LRGz3,south,0.245,0.011
LRGz3_dNdz_south,LRGz3,south,0.255,0.015
LRGz3_dNdz_south,LRGz3,south,0.265,0.018
LRGz3_dNdz_south,LRGz3,south,0.275,0.014
LRGz3_dNdz_south,LRGz3,south,0.28500000000000003,0.016
LRGz3_dNdz_south,LRGz3,south,0.295,0.014
LRGz3_dNdz_south,LRGz3,south,0.305,0.017
LRGz3_dNdz_south,LRGz3,south,0.315,0.043
LRGz3_dNdz_south,LRGz3,south,0.325,0.021
LRGz3_dNdz_south,LRGz3,south,0.335,0.023
LRGz3_dNdz_south,LRGz3,south,0.345,0.019
LRGz3_dNdz_south,LRGz3,south,0.355,0.017
LRGz3_dNdz_south,LRGz3,south,0.365,0.018
LRGz3_dNdz_south,LRGz3,south,0.375,0.022
LRGz3_dNdz_south,LRGz3,south,0.385,0.019
LRGz3_dNdz_south,LRGz3,south,0.395,0.023
LRGz3_dNdz_south,LRGz3,south,0.405,0.017
LRGz3_dNdz_south,LRGz3,south,0.415,0.02
LRGz3_dNdz_south,LRGz3,south,0.425,0.015
LRGz3_dNdz_south,LRGz3,south,0.435,0.016
LRGz3_dNdz_south,LRGz3,south,0.445,0.022
LRGz3_dNdz_south,LRGz3,south,0.455,0.015
LRGz3_dNdz_south,LRGz3,south,0.46499999999999997,0.023
LRGz3_dNdz_south,LRGz3,south,0.475,0.022
LRGz3_dNdz_south,LRGz3,south,0.485,0.021
LRGz3_dNdz_south,LRGz3,south,0.495,0.021
LRGz3_dNdz_south,LRGz3,south,0.505,0.02
LRGz3_dNdz_south,LRGz3,south,0.515,0.022
LRGz3_dNdz_south,LRGz3,south,0.525,0.027
LRGz3_dNdz_south,LRGz3,south,0.535,0.037
LRGz3_dNdz_south,LRGz3,south,0.545,0.043
LRGz3_dNdz_south,LRGz3,south,0.555,0.052
LRGz3_dNdz_south,LRGz3,south,0.565,0.058
LRGz3_dNdz_south,LRGz3,south,0.575,0.076
LRGz3_dNdz_south,LRGz3,south,0.585,0.11
LRGz3_dNdz_south,LRGz3,south,0.595,0.14
LRGz3_dNdz_south,LRGz3,south,0.605,0.192
LRGz3_dNdz_south,LRGz3,south,0.615,0.26
LRGz3_dNdz_south,LRGz3,south,0.625,0.385
LRGz3_dNdz_south,LRGz3,south,0.635,0.495
LRGz3_dNdz_south,LRGz3,south,0.645,0.653
LRGz3_dNdz_south,LRGz3,south,0.655,0.904
LRGz3_dNdz_south,LRGz3,south,0.665,1.158
LRGz3_dNdz_south,LRGz3,south,0.675,1.512
LRGz3_dNdz_south,LRGz3,south,0.685,2.253
LRGz3_dNdz_south,LRGz3,south,0.695,3.259
LRGz3_dNdz_south,LRGz3,south,0.705,4.289
LRGz3_dNdz_south,LRGz3,south,0.715,5.341
LRGz3_dNdz_south,LRGz3,south,0.725,6.391
LRGz3_dNdz_south,LRGz3,south,0.735,7.337
LRGz3_dNdz_south,LRGz3,south,0.745,8.365
LRGz3_dNdz_south,LRGz3,south,0.755,9.038
LRGz3_dNdz_south,LRGz3,south,0.765,9.478
LRGz3_dNdz_south,LRGz3,south,0.775,9.898
LRGz3_dNdz_south,LRGz3,south,0.785,9.7
LRGz3_dNdz_south,LRGz3,south,0.795,9.754
LRGz3_dNdz_south,LRGz3,south,0.805,9.209
LRGz3_dNdz_south,LRGz3,south,0.815,8.391
LRGz3_dNdz_south,LRGz3,south,0.825,7.869
LRGz3_dNdz_south,LRGz3,south,0.835,7.163
LRGz3_dNdz_south,LRGz3,south,0.845,6.306
LRGz3_dNdz_south,LRGz3,south,0.855,5.558
LRGz3_dNdz_south,LRGz3,south,0.865,4.845
LRGz3_dNdz_south,LRGz3,south,0.875,4.223
LRGz3_dNdz_south,LRGz3,south,0.885,3.572
LRGz3_dNdz_south,LRGz3,south,0.895,2.762
LRGz3_dNdz_south,LRGz3,south,0.905,2.272
LRGz3_dNdz_south,LRGz3,south,0.915,1.737
LRGz3_dNdz_south,LRGz3,south,0.925,1.269
LRGz3_dNdz_south,LRGz3,south,0.935,0.965
LRGz3_dNdz_south,LRGz3,south,0.945,0.781
LRGz3_dNdz_south,LRGz3,south,0.955,0.593
LRGz3_dNdz_south,LRGz3,south,0.965,0.469
LRGz3_dNdz_south,LRGz3,south,0.975,0.363
LRGz3_dNdz_south,LRGz3,south,0.985,0.287
LRGz3_dNdz_south,LRGz3,south,0.995,0.247
LRGz3_dNdz_south,LRGz3,south,1.005,0.204
LRGz3_dNdz_south,LRGz3,south,1.0150000000000001,0.167
LRGz3_dNdz_south,LRGz3,south,1.025,0.123
LRGz3_dNdz_south,LRGz3,south,1.0350000000000001,0.099
LRGz3_dNdz_south,LRGz3,south,1.045,0.079
LRGz3_dNdz_south,LRGz3,south,1.0550000000000002,0.069
LRGz3_dNdz_south,LRGz3,south,1.065,0.054
LRGz3_dNdz_south,LRGz3,south,1.0750000000000002,0.046
LRGz3_dNdz_south,LRGz3,south,1.085,0.038
LRGz3_dNdz_south,LRGz3,south,1.0950000000000002,0.032
LRGz3_dNdz_south,LRGz3,south,1.105,0.024
LRGz3_dNdz_south,LRGz3,south,1.1150000000000002,0.024
LRGz3_dNdz_south,LRGz3,south,1.125,0.016
LRGz3_dNdz_south,LRGz3,south,1.1349999999999998,0.014
LRGz3_dNdz_south,LRGz3,south,1.145,0.017
LRGz3_dNdz_south,LRGz3,south,1.1549999999999998,0.016
LRGz3_dNdz_south,LRGz3,south,1.165,0.014
