file,tracer,region,z,dNdz
LRGz2_dNdz_decals,LRGz2,decals,0.01,4.0
LRGz2_dNdz_decals,LRGz2,decals,0.03,16.0
LRGz2_dNdz_decals,LRGz2,decals,0.05,36.0
LRGz2_dNdz_decals,LRGz2,decals,0.07,57.0
LRGz2_dNdz_decals,LRGz2,decals,0.09,71.0
LRGz2_dNdz_decals,LRGz2,decals,0.11,78.0
LRGz2_dNdz_decals,LRGz2,decals,0.13,79.0
LRGz2_dNdz_decals,LRGz2,decals,0.15000000000000002,61.0
LRGz2_dNdz_decals,LRGz2,decals,0.16999999999999998,85.0
LRGz2_dNdz_decals,LRGz2,decals,0.19,102.0
LRGz2_dNdz_decals,LRGz2,decals,0.21000000000000002,95.0
LRGz2_dNdz_decals,LRGz2,decals,0.22999999999999998,147.0
LRGz2_dNdz_decals,LRGz2,decals,0.25,118.0
LRGz2_dNdz_decals,LRGz2,decals,0.27,137.0
LRGz2_dNdz_decals,LRGz2,decals,0.29000000000000004,188.0
LRGz2_dNdz_decals,LRGz2,decals,0.31,294.0
LRGz2_dNdz_decals,LRGz2,decals,0.33,333.0
LRGz2_dNdz_decals,LRGz2,decals,0.35,408.0
LRGz2_dNdz_decals,LRGz2,decals,0.37,427.0
LRGz2_dNdz_decals,LRGz2,decals,0.39,549.0
LRGz2_dNdz_decals,LRGz2,decals,0.41000000000000003,597.0
LRGz2_dNdz_decals,LRGz2,decals,0.43,764.0
LRGz2_dNdz_decals,LRGz2,decals,0.45,1155.0
LRGz2_dNdz_decals,LRGz2,decals,0.47,1701.0
LRGz2_dNdz_decals,LRGz2,decals,0.49,2923.0
LRGz2_dNdz_decals,LRGz2,decals,0.51,6180.0
LRGz2_dNdz_decals,LRGz2,decals,0.53,14369.0
LRGz2_dNdz_decals,LRGz2,decals,0.55,28395.0
LRGz2_dNdz_decals,LRGz2,decals,0.5700000000000001,38101.0
LRGz2_dNdz_decals,LRGz2,decals,0.59,41343.0
LRGz2_dNdz_decals,LRGz2,decals,0.61,44488.0
LRGz2_dNdz_decals,LRGz2,decals,0.63,45506.0
LRGz2_dNdz_decals,LRGz2,decals,0.65,44506.0
LRGz2_dNdz_decals,LRGz2,decals,0.67,42745.0
LRGz2_dNdz_decals,LRGz2,decals,0.69,36980.0
LRGz2_dNdz_decals,LRGz2,decals,0.71,24270.0
LRGz2_dNdz_decals,LRGz2,decals,0.73,14955.0
LRGz2_dNdz_decals,LRGz2,decals,0.75,8218.0
LRGz2_dNdz_decals,LRGz2,decals,0.77,3089.0
LRGz2_dNdz_decals,LRGz2,decals,0.79,896.0
LRGz2_dNdz_decals,LRGz2,decals,0.81,494.0
LRGz2_dNdz_decals,LRGz2,decals,0.83,308.0
LRGz2_dNdz_decals,LRGz2,decals,0.85,231.0
LRGz2_dNdz_decals,LRGz2,decals,0.87,163.0
LRGz2_dNdz_decals,LRGz2,decals,0.89,134.0
LRGz2_dNdz_decals,LRGz2,decals,0.91,137.0
LRGz2_dNdz_decals,LRGz2,decals,0.9299999999999999,107.0
LRGz2_dNdz_decals,LRGz2,decals,0.95,77.0
LRGz2_dNdz_decals,LRGz2,decals,0.97,77.0
LRGz2_dNdz_decals,LRGz2,decals,0.99,70.0
LRGz2_dNdz_decals,LRGz2,decals,1.01,59.0
LRGz2_dNdz_decals,LRGz2,decals,1.03,52.0
LRGz2_dNdz_decals,LRGz2,decals,1.05,49.0
LRGz2_dNdz_decals,LRGz2,decals,1.07,55.0
LRGz2_dNdz_decals,LRGz2,decals,1.09,40.0
LRGz2_dNdz_decals,LRGz2,decals,1.11,31.0
LRGz2_dNdz_decals,LRGz2,decals,1.13,38.0
LRGz2_dNdz_decals,LRGz2,decals,1.15,28.0
LRGz2_dNdz_decals,LRGz2,decals,1.17,22.0
LRGz2_dNdz_decals,LRGz2,decals,1.19,17.0
LRGz2_dNdz_decals,LRGz2,decals,1.21,12.0
LRGz2_dNdz_decals,LRGz2,decals,1.23,18.0
LRGz2_dNdz_decals,LRGz2,decals,1.25,7.0
LRGz2_dNdz_decals,LRGz2,decals,1.27,11.0
LRGz2_dNdz_decals,LRGz2,decals,1.29,12.0
LRGz2_dNdz_decals,LRGz2,decals,1.31,25.0
LRGz2_dNdz_decals,LRGz2,decals,1.33,11.0
LRGz2_dNdz_decals,LRGz2,decals,1.35,6.0
LRGz2_dNdz_decals,LRGz2,decals,1.37,3.0
LRGz2_dNdz_decals,LRGz2,decals,1.39,7.0
LRGz2_dNdz_decals,LRGz2,decals,1.41,6.0
LRGz2_dNdz_decals,LRGz2,decals,1.43,2.0
LRGz2_dNdz_decals,LRGz2,decals,1.45,1.0
LRGz2_dNdz_decals,LRGz2,decals,1.47,0.0
