window_id,map,tracer,ell_index,band_00,band_01,band_02,band_03,band_04,band_05,band_06,band_07,band_08,band_09,band_10,band_11
wl_LRGz1_LRGz1,LRGz1,LRGz1,0,1.4401537524967248e-05,1.910423333135399e-06,4.34200012404079e-07,1.5825931551195592e-07,7.618874556902193e-08,4.2344840408334614e-08,2.531814981932551e-08,1.745909807318869e-08,1.2771907092787214e-08,1.0096400407439593e-08,7.970544059536271e-09,6.343884198340371e-09
wl_LRGz1_LRGz1,LRGz1,LRGz1,1,3.954946733088751e-05,5.691253895671274e-06,1.309570454828944e-06,4.722579078730826e-07,2.2740597080073888e-07,1.2628895932361189e-07,7.566593934407887e-08,5.206531083313001e-08,3.809850625233732e-08,3.012957910773463e-08,2.3774650651571972e-08,1.89311041625901e-08
wl_LRGz1_LRGz1,LRGz1,LRGz1,2,6.77292051563407e-05,9.474211210290315e-06,2.176278413363578e-06,7.857635766804853e-07,3.774259725532976e-07,2.094671747920807e-07,1.256495570234806e-07,8.642577836757362e-08,6.319470450304396e-08,4.9990956137995114e-08,3.946074209821271e-08,3.141538735258691e-08
wl_LRGz1_LRGz1,LRGz1,LRGz1,3,9.170493777205376e-05,1.3271190607045977e-05,3.0615325792829666e-06,1.0993210876488933e-06,5.288574370358536e-07,2.93317969002567e-07,1.7605378391424417e-07,1.2094265321923816e-07,8.841857973465463e-08,7.000641226421796e-08,5.5235112563728895e-08,4.397010805597166e-08
wl_LRGz1_LRGz1,LRGz1,LRGz1,4,0.00011367996679194988,1.702815140447849e-05,3.889098800048148e-06,1.3996219685438178e-06,6.710794228248296e-07,3.724759555225889e-07,2.2345466661308374e-07,1.5357328548314658e-07,1.1221954639528373e-07,8.887568527822096e-08,7.010736808033351e-08,5.5800577758900505e-08
wl_LRGz1_LRGz1,LRGz1,LRGz1,5,0.0001260789576608156,2.0756178026990623e-05,4.7219002659758566e-06,1.689071976654573e-06,8.112859049502605e-07,4.494980580042979e-07,2.697632523181365e-07,1.8536078332305614e-07,1.3546233190751908e-07,1.0728231293352784e-07,8.46212677793296e-08,6.735891159317004e-08
wl_LRGz1_LRGz1,LRGz1,LRGz1,6,0.00011813809696459209,2.4144118505615163e-05,5.3940263310134435e-06,1.9383608571674353e-06,9.29899180205798e-07,5.142719643577085e-07,3.08936024516248e-07,2.1220839487339049e-07,1.5502890965255576e-07,1.2277805844491791e-07,9.688267655000882e-08,7.708215140244259e-08
wl_LRGz1_LRGz1,LRGz1,LRGz1,7,0.00012356962761596112,2.7733888042438508e-05,6.146807226334875e-06,2.1972731281661528e-06,1.0550453038634857e-06,5.82932753259936e-07,3.5061412871856535e-07,2.405959869077956e-07,1.7586292067622425e-07,1.3922746640854197e-07,1.0987889538984146e-07,8.742644856146818e-08
wl_LRGz1_LRGz1,LRGz1,LRGz1,8,-0.00017203454784097536,3.0276652962926654e-05,5.4022026466729315e-06,1.9580931905716964e-06,9.4192628623798e-07,5.197668316612507e-07,3.1278552779885394e-07,2.1463035474482426e-07,1.5680694137453834e-07,1.2415049895483291e-07,9.802849312146495e-08,7.793790090129269e-08
wl_LRGz1_LRGz1,LRGz1,LRGz1,9,-0.00019940238868808633,3.368667326642407e-05,5.958112695427398e-06,2.152110134844934e-06,1.034074949582271e-06,5.700104928028522e-07,3.435670267469236e-07,2.3552861467335863e-07,1.7220611349786382e-07,1.3628450817541565e-07,1.076115552111715e-07,8.557748644280706e-08
