file,tracer,region,z,dNdz
LRGz1_dNdz_decals,LRGz1,decals,0.01,7.0
LRGz1_dNdz_decals,LRGz1,decals,0.03,22.0
LRGz1_dNdz_decals,LRGz1,decals,0.05,40.0
LRGz1_dNdz_decals,LRGz1,decals,0.07,66.0
LRGz1_dNdz_decals,LRGz1,decals,0.09,93.0
LRGz1_dNdz_decals,LRGz1,decals,0.11,71.0
LRGz1_dNdz_decals,LRGz1,decals,0.13,79.0
LRGz1_dNdz_decals,LRGz1,decals,0.15000000000000002,71.0
LRGz1_dNdz_decals,LRGz1,decals,0.16999999999999998,79.0
LRGz1_dNdz_decals,LRGz1,decals,0.19,113.0
LRGz1_dNdz_decals,LRGz1,decals,0.21000000000000002,120.0
LRGz1_dNdz_decals,LRGz1,decals,0.22999999999999998,167.0
LRGz1_dNdz_decals,LRGz1,decals,0.25,239.0
LRGz1_dNdz_decals,LRGz1,decals,0.27,303.0
LRGz1_dNdz_decals,LRGz1,decals,0.29000000000000004,477.0
LRGz1_dNdz_decals,LRGz1,decals,0.31,796.0
LRGz1_dNdz_decals,LRGz1,decals,0.33,1467.0
LRGz1_dNdz_decals,LRGz1,decals,0.35,3036.0
LRGz1_dNdz_decals,LRGz1,decals,0.37,6165.0
LRGz1_dNdz_decals,LRGz1,decals,0.39,11800.0
LRGz1_dNdz_decals,LRGz1,decals,0.41000000000000003,18391.0
LRGz1_dNdz_decals,LRGz1,decals,0.43,23581.0
LRGz1_dNdz_decals,LRGz1,decals,0.45,27974.0
LRGz1_dNdz_decals,LRGz1,decals,0.47,28832.0
LRGz1_dNdz_decals,LRGz1,decals,0.49,30117.0
LRGz1_dNdz_decals,LRGz1,decals,0.51,28953.0
LRGz1_dNdz_decals,LRGz1,decals,0.53,24029.0
LRGz1_dNdz_decals,LRGz1,decals,0.55,12098.0
LRGz1_dNdz_decals,LRGz1,decals,0.5700000000000001,4691.0
LRGz1_dNdz_decals,LRGz1,decals,0.59,1828.0
LRGz1_dNdz_decals,LRGz1,decals,0.61,847.0
LRGz1_dNdz_decals,LRGz1,decals,0.63,471.0
LRGz1_dNdz_decals,LRGz1,decals,0.65,320.0
LRGz1_dNdz_decals,LRGz1,decals,0.67,211.0
LRGz1_dNdz_decals,LRGz1,decals,0.69,98.0
LRGz1_dNdz_decals,LRGz1,decals,0.71,53.0
LRGz1_dNdz_decals,LRGz1,decals,0.73,32.0
LRGz1_dNdz_decals,LRGz1,decals,0.75,30.0
LRGz1_dNdz_decals,LRGz1,decals,0.77,19.0
LRGz1_dNdz_decals,LRGz1,decals,0.79,12.0
LRGz1_dNdz_decals,LRGz1,decals,0.81,20.0
LRGz1_dNdz_decals,LRGz1,decals,0.83,12.0
LRGz1_dNdz_decals,LRGz1,decals,0.85,13.0
LRGz1_dNdz_decals,LRGz1,decals,0.87,9.0
LRGz1_dNdz_decals,LRGz1,decals,0.89,11.0
LRGz1_dNdz_decals,LRGz1,decals,0.91,6.0
LRGz1_dNdz_decals,LRGz1,decals,0.9299999999999999,7.0
LRGz1_dNdz_decals,LRGz1,decals,0.95,4.0
LRGz1_dNdz_decals,LRGz1,decals,0.97,8.0
LRGz1_dNdz_decals,LRGz1,decals,0.99,4.0
LRGz1_dNdz_decals,LRGz1,decals,1.01,7.0
LRGz1_dNdz_decals,LRGz1,decals,1.03,5.0
LRGz1_dNdz_decals,LRGz1,decals,1.05,10.0
LRGz1_dNdz_decals,LRGz1,decals,1.07,7.0
LRGz1_dNdz_decals,LRGz1,decals,1.09,4.0
LRGz1_dNdz_decals,LRGz1,decals,1.11,8.0
LRGz1_dNdz_decals,LRGz1,decals,1.13,3.0
LRGz1_dNdz_decals,LRGz1,decals,1.15,4.0
LRGz1_dNdz_decals,LRGz1,decals,1.17,4.0
LRGz1_dNdz_decals,LRGz1,decals,1.19,3.0
LRGz1_dNdz_decals,LRGz1,decals,1.21,5.0
LRGz1_dNdz_decals,LRGz1,decals,1.23,6.0
LRGz1_dNdz_decals,LRGz1,decals,1.25,2.0
LRGz1_dNdz_decals,LRGz1,decals,1.27,6.0
LRGz1_dNdz_decals,LRGz1,decals,1.29,5.0
LRGz1_dNdz_decals,LRGz1,decals,1.31,7.0
LRGz1_dNdz_decals,LRGz1,decals,1.33,5.0
LRGz1_dNdz_decals,LRGz1,decals,1.35,1.0
LRGz1_dNdz_decals,LRGz1,decals,1.37,3.0
LRGz1_dNdz_decals,LRGz1,decals,1.39,3.0
LRGz1_dNdz_decals,LRGz1,decals,1.41,2.0
LRGz1_dNdz_decals,LRGz1,decals,1.43,1.0
LRGz1_dNdz_decals,LRGz1,decals,1.45,2.0
LRGz1_dNdz_decals,LRGz1,decals,1.47,0.0
