window_id,map,tracer,ell_index,band_00,band_01,band_02,band_03,band_04,band_05,band_06,band_07,band_08,band_09,band_10,band_11
wl_DR6_LRGz2,DR6,LRGz2,0,2.3676783436487593e-07,-5.962061095043157e-08,3.2161988272793025e-09,-4.206775590534364e-09,4.970911802665086e-10,-1.819867250812824e-11,4.84412605807744e-12,-1.916244320228503e-12,2.020637778940941e-12,-2.319890912049239e-13,-5.098121811959608e-13,-4.700801108623214e-13
wl_DR6_LRGz2,DR6,LRGz2,1,1.8597331646737028e-07,7.369739624155575e-08,1.0708045644944973e-08,-1.1649516176165728e-08,1.5841197584895352e-09,-5.113199089710958e-11,1.0090626785442932e-11,-4.924945704979486e-12,6.186591412137684e-12,-1.1403490145899551e-12,-1.5570735732541343e-12,-1.2524731520588594e-12
wl_DR6_LRGz2,DR6,LRGz2,2,-5.409544762864563e-06,3.0821219362787465e-07,1.4413359818628182e-08,-1.816351754723788e-08,2.4200559228054153e-09,-1.0479652649608204e-10,1.727615026220174e-11,-6.952059963416201e-12,9.642686604123356e-12,-1.0752354419024896e-12,-2.5664799593431696e-12,-2.397376386270581e-12
wl_DR6_LRGz2,DR6,LRGz2,3,-3.5884826969038125e-06,4.3793591607630943e-07,1.0399334736819965e-09,-2.1156220565492667e-08,3.3111553016615876e-09,-1.5458258768896925e-10,2.143958430981665e-11,-1.2007723104563285e-11,1.353764782599727e-11,-2.3888640024514663e-12,-3.671591992115874e-12,-3.2262678712676897e-12
wl_DR6_LRGz2,DR6,LRGz2,4,-2.403077884694635e-05,9.349888186160883e-07,2.0296041400112565e-08,-2.8686912911165675e-08,4.067738935133686e-09,-1.6883029539019513e-10,2.2807238254897763e-11,-9.815435982942277e-12,1.580242896435807e-11,-1.5497092031873626e-12,-4.507557858162676e-12,-4.2019334805571815e-12
wl_DR6_LRGz2,DR6,LRGz2,5,-3.557282052250793e-05,1.6118069318222467e-06,3.6077765508550795e-08,-3.096617650749903e-08,4.712315512079065e-09,-2.0735749310031893e-10,1.866425582087867e-11,-1.3386585986368981e-11,1.9285853839490933e-11,-3.5216130127680292e-12,-5.1746564410007835e-12,-4.742748661825029e-12
wl_DR6_LRGz2,DR6,LRGz2,6,-7.26421362688104e-05,2.2209127865640424e-06,3.703942273979324e-08,-2.634518386320431e-08,5.002102841742225e-09,-2.3780098285642357e-10,1.6659451413132126e-11,-1.3778076989920027e-11,2.0803788563065308e-11,-2.2221767840237633e-12,-5.744146162627467e-12,-5.899988249225462e-12
wl_DR6_LRGz2,DR6,LRGz2,7,-9.682380627486722e-05,3.504362868750021e-06,7.549369777399842e-08,-2.6687550916483428e-08,5.527012066189029e-09,-2.6981327442458926e-10,6.036068383450404e-12,-1.4627062958430846e-11,2.3909277052430498e-11,-4.437218973960135e-12,-6.925328012037542e-12,-6.296302643465488e-12
wl_DR6_LRGz2,DR6,LRGz2,8,-0.00042526947165752086,7.052307049537191e-06,-1.7142278467870862e-08,-2.856719870368574e-08,4.581690623897337e-09,-2.0746270877971015e-10,6.926151825435918e-12,-1.1188632184979038e-11,2.0390267831793313e-11,-2.5206834075244105e-12,-5.541969310560163e-12,-6.036925163883956e-12
wl_DR6_LRGz2,DR6,LRGz2,9,-0.00039146331128660667,7.446150842010847e-06,2.879401241930679e-08,-2.0339037728329108e-08,4.477962771844472e-09,-3.171500690104096e-10,3.5117207377350267e-12,-1.7801572946635486e-11,2.5394257173564342e-11,-4.102180041813968e-12,-7.838106885477314e-12,-6.068621606133238e-12
