file,tracer,region,z,dNdz
LRGz2_dNdz,LRGz2,all,0.005,0.0012568181818181819
LRGz2_dNdz,LRGz2,all,0.014999999999999998,0.0005136363636363638
LRGz2_dNdz,LRGz2,all,0.025,0.0014863636363636364
LRGz2_dNdz,LRGz2,all,0.035,0.004513636363636364
LRGz2_dNdz,LRGz2,all,0.045,0.005743181818181818
LRGz2_dNdz,LRGz2,all,0.05500000000000001,0.007256818181818182
LRGz2_dNdz,LRGz2,all,0.065,0.011338636363636367
LRGz2_dNdz,LRGz2,all,0.07500000000000001,0.013797727272727274
LRGz2_dNdz,LRGz2,all,0.08499999999999998,0.014797727272727273
LRGz2_dNdz,LRGz2,all,0.095,0.01454090909090909
LRGz2_dNdz,LRGz2,all,0.10500000000000001,0.01545909090909091
LRGz2_dNdz,LRGz2,all,0.11499999999999999,0.012797727272727271
LRGz2_dNdz,LRGz2,all,0.125,0.013972727272727272
LRGz2_dNdz,LRGz2,all,0.135,0.01525681818181818
LRGz2_dNdz,LRGz2,all,0.14500000000000002,0.014311363636363638
LRGz2_dNdz,LRGz2,all,0.155,0.01174318181818182
LRGz2_dNdz,LRGz2,all,0.165,0.014770454545454547
LRGz2_dNdz,LRGz2,all,0.175,0.014715909090909092
LRGz2_dNdz,LRGz2,all,0.18500000000000003,0.01843181818181818
LRGz2_dNdz,LRGz2,all,0.195,0.01679772727272727
LRGz2_dNdz,LRGz2,all,0.20500000000000004,0.016770454545454547
LRGz2_dNdz,LRGz2,all,0.215,0.019054545454545456
LRGz2_dNdz,LRGz2,all,0.225,0.022175000000000004
LRGz2_dNdz,LRGz2,all,0.235,0.024972727272727275
LRGz2_dNdz,LRGz2,all,0.24500000000000002,0.022486363636363638
LRGz2_dNdz,LRGz2,all,0.255,0.021743181818181818
LRGz2_dNdz,LRGz2,all,0.265,0.02822954545454546
LRGz2_dNdz,LRGz2,all,0.275,0.02425681818181818
LRGz2_dNdz,LRGz2,all,0.2850000000000001,0.03045909090909091
LRGz2_dNdz,LRGz2,all,0.295,0.03568863636363637
LRGz2_dNdz,LRGz2,all,0.305,0.044945454545454545
LRGz2_dNdz,LRGz2,all,0.31500000000000006,0.059
LRGz2_dNdz,LRGz2,all,0.325,0.04614772727272728
LRGz2_dNdz,LRGz2,all,0.3350000000000001,0.06994545454545455
LRGz2_dNdz,LRGz2,all,0.345,0.06912045454545454
LRGz2_dNdz,LRGz2,all,0.355,0.06714772727272728
LRGz2_dNdz,LRGz2,all,0.365,0.06791818181818181
LRGz2_dNdz,LRGz2,all,0.375,0.08148636363636363
LRGz2_dNdz,LRGz2,all,0.385,0.08966136363636365
LRGz2_dNdz,LRGz2,all,0.3950000000000001,0.09809318181818183
LRGz2_dNdz,LRGz2,all,0.405,0.09783636363636364
LRGz2_dNdz,LRGz2,all,0.4149999999999999,0.10555227272727273
LRGz2_dNdz,LRGz2,all,0.42500000000000004,0.11417500000000001
LRGz2_dNdz,LRGz2,all,0.435,0.1506340909090909
LRGz2_dNdz,LRGz2,all,0.445,0.17698409090909092
LRGz2_dNdz,LRGz2,all,0.455,0.21712045454545456
LRGz2_dNdz,LRGz2,all,0.465,0.2665090909090909
LRGz2_dNdz,LRGz2,all,0.475,0.3139840909090909
LRGz2_dNdz,LRGz2,all,0.485,0.4265636363636364
LRGz2_dNdz,LRGz2,all,0.49500000000000005,0.5978909090909091
LRGz2_dNdz,LRGz2,all,0.505,0.9142727272727273
LRGz2_dNdz,LRGz2,all,0.515,1.3130772727272726
LRGz2_dNdz,LRGz2,all,0.525,1.9730840909090908
LRGz2_dNdz,LRGz2,all,0.535,3.1470545454545458
LRGz2_dNdz,LRGz2,all,0.545,4.456368181818181
LRGz2_dNdz,LRGz2,all,0.555,5.795797727272727
LRGz2_dNdz,LRGz2,all,0.565,6.783318181818182
LRGz2_dNdz,LRGz2,all,0.575,7.110761363636364
LRGz2_dNdz,LRGz2,all,0.585,7.4158159090909095
LRGz2_dNdz,LRGz2,all,0.595,7.769245454545455
LRGz2_dNdz,LRGz2,all,0.605,8.149927272727274
LRGz2_dNdz,LRGz2,all,0.615,8.331872727272726
LRGz2_dNdz,LRGz2,all,0.625,8.142875
LRGz2_dNdz,LRGz2,all,0.635,8.12414090909091
LRGz2_dNdz,LRGz2,all,0.645,8.082293181818184
LRGz2_dNdz,LRGz2,all,0.6550000000000001,8.06041590909091
LRGz2_dNdz,LRGz2,all,0.665,7.902097727272728
LRGz2_dNdz,LRGz2,all,0.675,7.481922727272727
LRGz2_dNdz,LRGz2,all,0.685,7.031811363636364
LRGz2_dNdz,LRGz2,all,0.695,6.193888636363636
LRGz2_dNdz,LRGz2,all,0.7050000000000001,5.081388636363637
LRGz2_dNdz,LRGz2,all,0.7150000000000001,4.038025
LRGz2_dNdz,LRGz2,all,0.725,3.1604750000000004
LRGz2_dNdz,LRGz2,all,0.735,2.4518636363636364
LRGz2_dNdz,LRGz2,all,0.745,1.8391545454545453
LRGz2_dNdz,LRGz2,all,0.755,1.2297022727272728
LRGz2_dNdz,LRGz2,all,0.765,0.752259090909091
LRGz2_dNdz,LRGz2,all,0.775,0.44063181818181824
LRGz2_dNdz,LRGz2,all,0.7849999999999999,0.2477840909090909
LRGz2_dNdz,LRGz2,all,0.7950000000000002,0.15146818181818184
