file,tracer,region,z,dNdz
LRGz4_dNdz_decals,LRGz4,decals,0.01,9.0
LRGz4_dNdz_decals,LRGz4,decals,0.03,15.0
LRGz4_dNdz_decals,LRGz4,decals,0.05,24.0
LRGz4_dNdz_decals,LRGz4,decals,0.07,23.0
LRGz4_dNdz_decals,LRGz4,decals,0.09,53.0
LRGz4_dNdz_decals,LRGz4,decals,0.11,52.0
LRGz4_dNdz_decals,LRGz4,decals,0.13,42.0
LRGz4_dNdz_decals,LRGz4,decals,0.15000000000000002,47.0
LRGz4_dNdz_decals,LRGz4,decals,0.16999999999999998,46.0
LRGz4_dNdz_decals,LRGz4,decals,0.19,55.0
LRGz4_dNdz_decals,LRGz4,decals,0.21000000000000002,62.0
LRGz4_dNdz_decals,LRGz4,decals,0.22999999999999998,38.0
LRGz4_dNdz_decals,LRGz4,decals,0.25,44.0
LRGz4_dNdz_decals,LRGz4,decals,0.27,53.0
LRGz4_dNdz_decals,LRGz4,decals,0.29000000000000004,47.0
LRGz4_dNdz_decals,LRGz4,decals,0.31,116.0
LRGz4_dNdz_decals,LRGz4,decals,0.33,68.0
LRGz4_dNdz_decals,LRGz4,decals,0.35,54.0
LRGz4_dNdz_decals,LRGz4,decals,0.37,57.0
LRGz4_dNdz_decals,LRGz4,decals,0.39,63.0
LRGz4_dNdz_decals,LRGz4,decals,0.41000000000000003,71.0
LRGz4_dNdz_decals,LRGz4,decals,0.43,45.0
LRGz4_dNdz_decals,LRGz4,decals,0.45,41.0
LRGz4_dNdz_decals,LRGz4,decals,0.47,59.0
LRGz4_dNdz_decals,LRGz4,decals,0.49,46.0
LRGz4_dNdz_decals,LRGz4,decals,0.51,30.0
LRGz4_dNdz_decals,LRGz4,decals,0.53,62.0
LRGz4_dNdz_decals,LRGz4,decals,0.55,108.0
LRGz4_dNdz_decals,LRGz4,decals,0.5700000000000001,103.0
LRGz4_dNdz_decals,LRGz4,decals,0.59,100.0
LRGz4_dNdz_decals,LRGz4,decals,0.61,129.0
LRGz4_dNdz_decals,LRGz4,decals,0.63,140.0
LRGz4_dNdz_decals,LRGz4,decals,0.65,188.0
LRGz4_dNdz_decals,LRGz4,decals,0.67,236.0
LRGz4_dNdz_decals,LRGz4,decals,0.69,364.0
LRGz4_dNdz_decals,LRGz4,decals,0.71,604.0
LRGz4_dNdz_decals,LRGz4,decals,0.73,1172.0
LRGz4_dNdz_decals,LRGz4,decals,0.75,2068.0
LRGz4_dNdz_decals,LRGz4,decals,0.77,4951.0
LRGz4_dNdz_decals,LRGz4,decals,0.79,11491.0
LRGz4_dNdz_decals,LRGz4,decals,0.81,17882.0
LRGz4_dNdz_decals,LRGz4,decals,0.83,23724.0
LRGz4_dNdz_decals,LRGz4,decals,0.85,30404.0
LRGz4_dNdz_decals,LRGz4,decals,0.87,33673.0
LRGz4_dNdz_decals,LRGz4,decals,0.89,37138.0
LRGz4_dNdz_decals,LRGz4,decals,0.91,39390.0
LRGz4_dNdz_decals,LRGz4,decals,0.9299999999999999,38280.0
LRGz4_dNdz_decals,LRGz4,decals,0.95,35914.0
LRGz4_dNdz_decals,LRGz4,decals,0.97,30350.0
LRGz4_dNdz_decals,LRGz4,decals,0.99,24543.0
LRGz4_dNdz_decals,LRGz4,decals,1.01,20596.0
LRGz4_dNdz_decals,LRGz4,decals,1.03,15536.0
LRGz4_dNdz_decals,LRGz4,decals,1.05,12163.0
LRGz4_dNdz_decals,LRGz4,decals,1.07,8880.0
LRGz4_dNdz_decals,LRGz4,decals,1.09,6332.0
LRGz4_dNdz_decals,LRGz4,decals,1.11,4380.0
LRGz4_dNdz_decals,LRGz4,decals,1.13,2945.0
LRGz4_dNdz_decals,LRGz4,decals,1.15,2066.0
LRGz4_dNdz_decals,LRGz4,decals,1.17,1357.0
LRGz4_dNdz_decals,LRGz4,decals,1.19,771.0
LRGz4_dNdz_decals,LRGz4,decals,1.21,555.0
LRGz4_dNdz_decals,LRGz4,decals,1.23,384.0
LRGz4_dNdz_decals,LRGz4,decals,1.25,278.0
LRGz4_dNdz_decals,LRGz4,decals,1.27,167.0
LRGz4_dNdz_decals,LRGz4,decals,1.29,133.0
LRGz4_dNdz_decals,LRGz4,decals,1.31,126.0
LRGz4_dNdz_decals,LRGz4,decals,1.33,90.0
LRGz4_dNdz_decals,LRGz4,decals,1.35,52.0
LRGz4_dNdz_decals,LRGz4,decals,1.37,40.0
LRGz4_dNdz_decals,LRGz4,decals,1.39,29.0
LRGz4_dNdz_decals,LRGz4,decals,1.41,20.0
LRGz4_dNdz_decals,LRGz4,decals,1.43,15.0
LRGz4_dNdz_decals,LRGz4,decals,1.45,6.0
LRGz4_dNdz_decals,LRGz4,decals,1.47,0.0
