file,tracer,region,z,dNdz
LRGz3_dNdz_des,LRGz3,des,0.01,1.0
LRGz3_dNdz_des,LRGz3,des,0.03,2.0
LRGz3_dNdz_des,LRGz3,des,0.05,2.0
LRGz3_dNdz_des,LRGz3,des,0.07,3.0
LRGz3_dNdz_des,LRGz3,des,0.09,8.0
LRGz3_dNdz_des,LRGz3,des,0.11,2.0
LRGz3_dNdz_des,LRGz3,des,0.13,8.0
LRGz3_dNdz_des,LRGz3,des,0.15000000000000002,4.0
LRGz3_dNdz_des,LRGz3,des,0.16999999999999998,5.0
LRGz3_dNdz_des,LRGz3,des,0.19,8.0
LRGz3_dNdz_des,LRGz3,des,0.21000000000000002,10.0
LRGz3_dNdz_des,LRGz3,des,0.22999999999999998,12.0
LRGz3_dNdz_des,LRGz3,des,0.25,7.0
LRGz3_dNdz_des,LRGz3,des,0.27,12.0
LRGz3_dNdz_des,LRGz3,des,0.29000000000000004,16.0
LRGz3_dNdz_des,LRGz3,des,0.31,25.0
LRGz3_dNdz_des,LRGz3,des,0.33,13.0
LRGz3_dNdz_des,LRGz3,des,0.35,12.0
LRGz3_dNdz_des,LRGz3,des,0.37,17.0
LRGz3_dNdz_des,LRGz3,des,0.39,10.0
LRGz3_dNdz_des,LRGz3,des,0.41000000000000003,11.0
LRGz3_dNdz_des,LRGz3,des,0.43,9.0
LRGz3_dNdz_des,LRGz3,des,0.45,15.0
LRGz3_dNdz_des,LRGz3,des,0.47,14.0
LRGz3_dNdz_des,LRGz3,des,0.49,5.0
LRGz3_dNdz_des,LRGz3,des,0.51,16.0
LRGz3_dNdz_des,LRGz3,des,0.53,19.0
LRGz3_dNdz_des,LRGz3,des,0.55,43.0
LRGz3_dNdz_des,LRGz3,des,0.5700000000000001,41.0
LRGz3_dNdz_des,LRGz3,des,0.59,82.0
LRGz3_dNdz_des,LRGz3,des,0.61,133.0
LRGz3_dNdz_des,LRGz3,des,0.63,216.0
LRGz3_dNdz_des,LRGz3,des,0.65,372.0
LRGz3_dNdz_des,LRGz3,des,0.67,644.0
LRGz3_dNdz_des,LRGz3,des,0.69,1604.0
LRGz3_dNdz_des,LRGz3,des,0.71,3136.0
LRGz3_dNdz_des,LRGz3,des,0.73,4499.0
LRGz3_dNdz_des,LRGz3,des,0.75,5887.0
LRGz3_dNdz_des,LRGz3,des,0.77,6344.0
LRGz3_dNdz_des,LRGz3,des,0.79,6407.0
LRGz3_dNdz_des,LRGz3,des,0.81,5825.0
LRGz3_dNdz_des,LRGz3,des,0.83,4999.0
LRGz3_dNdz_des,LRGz3,des,0.85,4267.0
LRGz3_dNdz_des,LRGz3,des,0.87,3277.0
LRGz3_dNdz_des,LRGz3,des,0.89,2232.0
LRGz3_dNdz_des,LRGz3,des,0.91,1354.0
LRGz3_dNdz_des,LRGz3,des,0.9299999999999999,772.0
LRGz3_dNdz_des,LRGz3,des,0.95,484.0
LRGz3_dNdz_des,LRGz3,des,0.97,226.0
LRGz3_dNdz_des,LRGz3,des,0.99,190.0
LRGz3_dNdz_des,LRGz3,des,1.01,116.0
LRGz3_dNdz_des,LRGz3,des,1.03,76.0
LRGz3_dNdz_des,LRGz3,des,1.05,43.0
LRGz3_dNdz_des,LRGz3,des,1.07,29.0
LRGz3_dNdz_des,LRGz3,des,1.09,19.0
LRGz3_dNdz_des,LRGz3,des,1.11,13.0
LRGz3_dNdz_des,LRGz3,des,1.13,10.0
LRGz3_dNdz_des,LRGz3,des,1.15,6.0
LRGz3_dNdz_des,LRGz3,des,1.17,5.0
LRGz3_dNdz_des,LRGz3,des,1.19,2.0
LRGz3_dNdz_des,LRGz3,des,1.21,8.0
LRGz3_dNdz_des,LRGz3,des,1.23,5.0
LRGz3_dNdz_des,LRGz3,des,1.25,5.0
LRGz3_dNdz_des,LRGz3,des,1.27,1.0
LRGz3_dNdz_des,LRGz3,des,1.29,4.0
LRGz3_dNdz_des,LRGz3,des,1.31,8.0
LRGz3_dNdz_des,LRGz3,des,1.33,5.0
LRGz3_dNdz_des,LRGz3,des,1.35,0.0
LRGz3_dNdz_des,LRGz3,des,1.37,2.0
LRGz3_dNdz_des,LRGz3,des,1.39,1.0
LRGz3_dNdz_des,LRGz3,des,1.41,0.0
LRGz3_dNdz_des,LRGz3,des,1.43,0.0
LRGz3_dNdz_des,LRGz3,des,1.45,1.0
LRGz3_dNdz_des,LRGz3,des,1.47,0.0
