window_id,map,tracer,ell_index,band_00,band_01,band_02,band_03,band_04,band_05,band_06,band_07,band_08,band_09,band_10,band_11
wl_LRGz2_LRGz2,LRGz2,LRGz2,2876,2.3199603785371475e-07,1.934898022961153e-07,1.3067974193654812e-07,9.941835839540276e-08,7.856539547154019e-08,9.238261068944093e-08,1.3494692906170866e-07,1.370031860715955e-07,1.3769572699907656e-07,1.6643980327294769e-07,1.841496967627001e-07,1.8746111251841452e-07
wl_LRGz2_LRGz2,LRGz2,LRGz2,2877,2.2921719067186416e-07,1.9365194985725737e-07,1.296711163009764e-07,9.840959706567699e-08,7.739878728330355e-08,9.127529832428696e-08,1.3359597078358674e-07,1.358537123799028e-07,1.3616993604754297e-07,1.6455679399140908e-07,1.8242080546476732e-07,1.853557091827225e-07
wl_LRGz2_LRGz2,LRGz2,LRGz2,2878,2.2670976885398555e-07,1.933228610003801e-07,1.2862599019596956e-07,9.752122397117572e-08,7.647165752512911e-08,8.999326256123379e-08,1.3234042651234994e-07,1.3453821990630152e-07,1.3460503209554615e-07,1.628353202145022e-07,1.8059610559092972e-07,1.8329424147968977e-07
wl_LRGz2_LRGz2,LRGz2,LRGz2,2879,2.2467439525711242e-07,1.9299907706797792e-07,1.274692878092369e-07,9.661849805439102e-08,7.534462255821766e-08,8.895247446741135e-08,1.3095963300820862e-07,1.3336099757174048e-07,1.3307770201897094e-07,1.609598144823388e-07,1.7891110692685624e-07,1.8123421118928994e-07
wl_LRGz2_LRGz2,LRGz2,LRGz2,2880,2.2211982241469047e-07,1.9236656659457243e-07,1.2657513863532183e-07,9.561656016251293e-08,7.436879699623989e-08,8.784674479727202e-08,1.2953593155281194e-07,1.3205864405287676e-07,1.314984286657058e-07,1.5924702648153107e-07,1.7698980820724616e-07,1.7922068782836063e-07
wl_LRGz2_LRGz2,LRGz2,LRGz2,2881,2.189839160490496e-07,1.9145172489943336e-07,1.257026174015034e-07,9.459546110683824e-08,7.331711153060402e-08,8.677966153513392e-08,1.2809143997457624e-07,1.3087295850140268e-07,1.29958221257307e-07,1.5733832693640135e-07,1.7522464380622585e-07,1.7713105770851412e-07
wl_LRGz2_LRGz2,LRGz2,LRGz2,2882,2.1684362646617713e-07,1.907981459108166e-07,1.2473492294928453e-07,9.362017142747831e-08,7.230815287926897e-08,8.569421900794242e-08,1.2661665996279854e-07,1.2962699668624459e-07,1.2830070776096193e-07,1.556127495099905e-07,1.7336104732995647e-07,1.7505021293176467e-07
wl_LRGz2_LRGz2,LRGz2,LRGz2,2883,2.143607890328424e-07,1.8982201981558995e-07,1.238375576898157e-07,9.251319912396167e-08,7.12522049571285e-08,8.457163706718864e-08,1.2522198334636673e-07,1.284071949134962e-07,1.267695651254831e-07,1.5368309397674874e-07,1.7160561424188165e-07,1.7289709581935637e-07
wl_LRGz2_LRGz2,LRGz2,LRGz2,2884,2.1174436593010477e-07,1.8830653362650267e-07,1.2315370848688975e-07,9.150132226696046e-08,7.027197797738399e-08,8.35013731987209e-08,1.2376796025688197e-07,1.2709137184749009e-07,1.2520106531341154e-07,1.5188050766589442e-07,1.6973657745416367e-07,1.708682197976822e-07
wl_LRGz2_LRGz2,LRGz2,LRGz2,2885,2.0831131126387346e-07,1.875749464909214e-07,1.219506143867743e-07,9.05752447528196e-08,6.919016089042433e-08,8.246753570194936e-08,1.2228219597428186e-07,1.2587468172160927e-07,1.236594866322944e-07,1.4995010646832018e-07,1.6794165779131336e-07,1.6874880539109553e-07
wl_LRGz2_LRGz2,LRGz2,LRGz2,2886,2.0637970497278252e-07,1.8577671309410091e-07,1.2137748987927885e-07,8.942117239029677e-08,6.836519035507684e-08,8.133333691152866e-08,1.2090260500333948e-07,1.245230731046886e-07,1.2207086452764842e-07,1.4822892542980746e-07,1.6603032558388257e-07,1.6669890939111004e-07
wl_LRGz2_LRGz2,LRGz2,LRGz2,2887,2.041214504320829e-07,1.8491524083991364e-07,1.2034799235807948e-07,8.845513563932614e-08,6.71302051122064e-08,8.043920460495386e-08,1.1941708214062996e-07,1.2327294999494626e-07,1.2050601330853562e-07,1.4634632676932882e-07,1.6420721304105165e-07,1.645736002321057e-07
wl_LRGz2_LRGz2,LRGz2,LRGz2,2888,2.0133347655590007e-07,1.8367365533864332e-07,1.1953684087023585e-07,8.718739047110319e-08,6.633774019958235e-08,7.928184270566711e-08,1.1800537021361035e-07,1.219374853961505e-07,1.1891105645122728e-07,1.4456228372903765e-07,1.6225718940144104e-07,1.6252485680530354e-07
wl_LRGz2_LRGz2,LRGz2,LRGz2,2889,1.9828486143043748e-07,1.828340786911702e-07,1.1880962049575741e-07,8.611683290180546e-08,6.511383980923869e-08,7.83931483097007e-08,1.1652465770327525e-07,1.2063541557556777e-07,1.1740770006047044e-07,1.4263893052791458e-07,1.6042261471311872e-07,1.6045270896986327e-07
wl_LRGz2_LRGz2,LRGz2,LRGz2,2890,1.9568028340351997e-07,1.8127611431401373e-07,1.1800386442894803e-07,8.488884188966781e-08,6.433277877748398e-08,7.72760048861975e-08,1.151127512327402e-07,1.192721117315142e-07,1.1576971675680622e-07,1.4091508515311225e-07,1.5842873367720452e-07,1.5842573027853788e-07
wl_LRGz2_LRGz2,LRGz2,LRGz2,2891,1.929506529011031e-07,1.796518771000063e-07,1.174525278722877e-07,8.38837537729345e-08,6.315186233324199e-08,7.627129120960961e-08,1.1361976686591546e-07,1.1801523147195644e-07,1.1421065758049848e-07,1.3898371071200367e-07,1.5653230287508242e-07,1.5631800773252117e-07
wl_LRGz2_LRGz2,LRGz2,LRGz2,2892,1.89867500258414e-07,1.7779814795445728e-07,1.1680962687559534e-07,8.275209714058212e-08,6.232869356999645e-08,7.51928701146799e-08,1.1207800112416996e-07,1.1664959226221957e-07,1.1265291498261018e-07,1.372126723955343e-07,1.5461405014828466e-07,1.542313188318313e-07
wl_LRGz2_LRGz2,LRGz2,LRGz2,2893,1.8650006133802622e-07,1.761467181514963e-07,1.1606114798377019e-07,8.210296661621222e-08,6.09774481421828e-08,7.413061987764394e-08,1.1064442824775651e-07,1.1533836557783034e-07,1.1114490573772147e-07,1.3528170711535157e-07,1.526834174929046e-07,1.5214970743464076e-07
wl_LRGz2_LRGz2,LRGz2,LRGz2,2894,1.8321242299042097e-07,1.7448415781663932e-07,1.1538228113233919e-07,8.102636414168582e-08,6.008420583977965e-08,7.310408803535435e-08,1.0911424220635378e-07,1.1401618502036547e-07,1.0950612068781631e-07,1.335309940588242e-07,1.5080811106664608e-07,1.500735524092654e-07
wl_LRGz2_LRGz2,LRGz2,LRGz2,2895,1.7867950995732233e-07,1.7325782293489995e-07,1.1475679283574873e-07,8.01551812849974e-08,5.8801911020067925e-08,7.209189527737949e-08,1.0762235909460343e-07,1.1269577044309723e-07,1.0804608590532687e-07,1.3156535782268252e-07,1.4887720345958352e-07,1.480115876280113e-07
wl_LRGz2_LRGz2,LRGz2,LRGz2,2896,1.759786416671363e-07,1.7109266621212727e-07,1.142597100274246e-07,7.905902534854107e-08,5.8026862786130375e-08,7.101809649121948e-08,1.0606496700245555e-07,1.1137442932707012e-07,1.0641436103313789e-07,1.2985327845258097e-07,1.4697910563497758e-07,1.458819713527749e-07
wl_LRGz2_LRGz2,LRGz2,LRGz2,2897,1.728750443408746e-07,1.6951612207115539e-07,1.1344884648515736e-07,7.820858968032593e-08,5.6814925698516164e-08,7.005981923447522e-08,1.0455837792213064e-07,1.1003431031872193e-07,1.049371572347006e-07,1.2789356858379664e-07,1.4509890622928843e-07,1.4378986911926244e-07
wl_LRGz2_LRGz2,LRGz2,LRGz2,2898,1.7081958598815024e-07,1.6721753057417658e-07,1.127229098743714e-07,7.72274623405718e-08,5.593535194075691e-08,6.904177983449769e-08,1.0308108660338828e-07,1.0867310891648349e-07,1.0328623981071015e-07,1.2620691997921782e-07,1.4321522619200188e-07,1.4164491624178845e-07
wl_LRGz2_LRGz2,LRGz2,LRGz2,2899,1.6650476562451722e-07,1.6530056422814026e-07,1.1219192705831446e-07,7.635062045142562e-08,5.4716654471938106e-08,6.804664443399883e-08,1.0160722297264487e-07,1.0737082046122347e-07,1.0177372371919121e-07,1.2426208260286668e-07,1.4131779437596528e-07,1.3953406008042746e-07
wl_LRGz2_LRGz2,LRGz2,LRGz2,2900,1.6417761125119127e-07,1.6276792778083154e-07,1.1149542040512754e-07,7.537927188071694e-08,5.375475730273075e-08,6.715321843789347e-08,1.0010835627586437e-07,1.0598894096647479e-07,1.0016981176046256e-07,1.2251702255219972e-07,1.3940914516004047e-07,1.3748725230181592e-07
wl_LRGz2_LRGz2,LRGz2,LRGz2,2901,1.6062238575788356e-07,1.6064937755739928e-07,1.1091171658507042e-07,7.434968594587322e-08,5.267947705891191e-08,6.613439451907958e-08,9.861635857013032e-08,1.0463514255398413e-07,9.867954965879368e-08,1.206250687350254e-07,1.3747221610689984e-07,1.3538875178602155e-07
wl_LRGz2_LRGz2,LRGz2,LRGz2,2902,1.5809201791991248e-07,1.5757559989504842e-07,1.103289182243501e-07,7.331193014594131e-08,5.1926237517817575e-08,6.51159376423789e-08,9.712094242147562e-08,1.032851037692967e-07,9.707022650831515e-08,1.1891855512133838e-07,1.3555310655952615e-07,1.3333354716908418e-07
wl_LRGz2_LRGz2,LRGz2,LRGz2,2903,1.5445974431477994e-07,1.5584718003790964e-07,1.0989070422398664e-07,7.218125146339456e-08,5.0819418943963514e-08,6.41753947380628e-08,9.562955030749511e-08,1.0195454832947582e-07,9.556272832557775e-08,1.1702808560655942e-07,1.3362583985070283e-07,1.312040655343189e-07
