window_id,map,tracer,ell_index,band_00,band_01,band_02,band_03,band_04,band_05,band_06,band_07,band_08,band_09,band_10,band_11
wl_PR4_LRGz4,PR4,LRGz4,0,3.4238191560442697e-07,2.761458694782769e-07,4.476470881696059e-08,2.2335857983830445e-08,7.093178803265169e-09,8.356636755093761e-10,6.193283081821145e-10,2.836498022754573e-10,1.2116538160467333e-11,-3.6020770595918013e-11,-2.2184706109684583e-11,-9.000684346781055e-12
wl_PR4_LRGz4,PR4,LRGz4,1,6.834817793623462e-07,8.812504908720446e-07,1.3098858795251872e-07,6.458405041731813e-08,2.1538411132346406e-08,3.00901348868638e-09,1.790110580661493e-09,8.29767898113999e-10,3.0264034411221936e-11,-1.0861650458855243e-10,-6.699996302591969e-11,-2.615281337930551e-11
wl_PR4_LRGz4,PR4,LRGz4,2,-8.496882562412772e-07,1.463598334122542e-06,2.0042326360086455e-07,1.1168347222641997e-07,3.6819506890241636e-08,4.479961765843822e-09,3.051684644711558e-09,1.392339501485107e-09,5.3896983772929454e-11,-1.7741513576229363e-10,-1.0955602070299354e-10,-4.596021345450283e-11
wl_PR4_LRGz4,PR4,LRGz4,3,-5.414803418871805e-08,1.95864134829142e-06,2.804726329198661e-07,1.5456115681675738e-07,4.9892975498988146e-08,6.861454327398775e-09,4.2870746668820346e-09,1.8681986980683813e-09,6.591853764698342e-11,-2.49663176131682e-10,-1.5534141231966583e-10,-6.030324469733161e-11
wl_PR4_LRGz4,PR4,LRGz4,4,8.245375289277182e-07,2.412199213478603e-06,3.5148967277837056e-07,1.990340560146039e-07,6.57162096435695e-08,8.087585845950928e-09,5.640900189358229e-09,2.329633946322455e-09,8.378445127542974e-11,-3.160725002478353e-10,-2.0038476701741903e-10,-7.889602576643083e-11
wl_PR4_LRGz4,PR4,LRGz4,5,3.7044379709298943e-06,2.8647720086526526e-06,4.435825802417781e-07,2.381940538696178e-07,7.854106603117312e-08,1.0638622989518886e-08,6.973382078067733e-09,2.752502522701179e-09,1.0889250783458973e-10,-4.05716628452389e-10,-2.4249583456590285e-10,-9.248987312990506e-11
wl_PR4_LRGz4,PR4,LRGz4,6,-1.0636161952944609e-05,3.4330328342437798e-06,4.903709949280676e-07,2.6741616762024195e-07,9.213256926815425e-08,1.1111649764786564e-08,8.097175337754992e-09,3.105987983776981e-09,1.0830280490087167e-10,-4.56031363084075e-10,-2.7524238805530223e-10,-1.0703782364935574e-10
wl_PR4_LRGz4,PR4,LRGz4,7,-9.03911083326522e-06,3.831936322865284e-06,5.905187035161952e-07,3.0471908634997375e-07,1.0506675190379835e-07,1.3042635476122387e-08,9.888622440657559e-09,3.387799872164057e-09,1.3129605209321762e-10,-5.511781987114301e-10,-3.1979795594280383e-10,-1.205869207351444e-10
wl_PR4_LRGz4,PR4,LRGz4,8,-0.00011610438752140997,4.489057150399987e-06,5.539037450547755e-07,2.959507897487476e-07,1.0177954838039744e-07,1.0678583227793922e-08,9.58227768532053e-09,3.2874358697424085e-09,1.0208002838913634e-10,-5.086451812118339e-10,-3.0330768714165605e-10,-1.1786425198256489e-10
wl_PR4_LRGz4,PR4,LRGz4,9,-0.00011008532599341378,5.101868089660173e-06,6.289429044473201e-07,3.3172564703785147e-07,1.1284335897569249e-07,1.3491450023742755e-08,1.1452555902797918e-08,3.5392294926091684e-09,1.441415418885954e-10,-6.184961153769625e-10,-3.4698691547936974e-10,-1.2965347335523984e-10
